Date,Consumption [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-06-10 04:40:00,0,"12,416","11,08","7,638"
2025-06-10 04:35:00,0,"10,486","10,987","7,6"
2025-06-10 04:30:00,0,"10,411","11,194","7,824"
2025-06-10 04:25:00,0,"10,639","11,218","8,011"
2025-06-10 04:20:00,0,"10,579","11,111","7,68"
2025-06-10 04:15:00,0,"11,185","10,948","7,759"
2025-06-10 04:10:00,0,"11,143","10,93","7,753"
2025-06-10 04:05:00,0,"10,968","11,044","7,835"
2025-06-10 04:00:00,0,"11,089","10,928","7,777"
2025-06-10 03:55:00,0,"11,501","10,903","8,005"
2025-06-10 03:50:00,0,"11,441","10,921","7,754"
2025-06-10 03:45:00,0,"10,379","11,04","7,984"
2025-06-10 03:40:00,0,"10,554","11,225","8,729"
2025-06-10 03:35:00,0,"10,561","11,202","8,081"
2025-06-10 03:30:00,0,"10,716","10,864","8,081"
2025-06-10 03:25:00,0,"10,478","10,968","7,668"
2025-06-10 03:20:00,0,"10,955","11,068","7,89"
2025-06-10 03:15:00,0,"10,537","11,005","7,968"
2025-06-10 03:10:00,0,"10,54","11,041","7,888"
2025-06-10 03:05:00,0,"10,284","11,033","7,711"
2025-06-10 03:00:00,0,"10,639",11,"7,783"
2025-06-10 02:55:00,0,"10,579","11,021","7,886"
2025-06-10 02:50:00,0,"10,399","11,351","7,691"
2025-06-10 02:45:00,0,"10,1","11,041","7,771"
2025-06-10 02:40:00,0,"10,712","10,884","7,907"
2025-06-10 02:35:00,0,"10,814","10,963","8,252"
2025-06-10 02:30:00,0,"10,908","11,022","8,564"
2025-06-10 02:25:00,0,"10,769","11,215","8,132"
2025-06-10 02:20:00,0,"11,062","11,028","7,76"
2025-06-10 02:15:00,0,"11,017","11,186","7,577"
2025-06-10 02:10:00,0,"11,297","10,832","7,84"
2025-06-10 02:05:00,0,"10,71","11,09","7,643"
2025-06-10 02:00:00,0,"10,752","11,22","7,674"
2025-06-10 01:55:00,0,"10,813","11,111","7,914"
2025-06-10 01:50:00,0,"11,453","11,105","7,793"
2025-06-10 01:45:00,0,"11,017","11,144","8,213"
2025-06-10 01:40:00,0,"11,327","11,207","7,927"
2025-06-10 01:35:00,0,"11,04","11,087","7,912"
2025-06-10 01:30:00,0,"10,724","11,623","7,836"
2025-06-10 01:25:00,0,"10,712","11,221","7,796"
2025-06-10 01:20:00,0,"10,824","11,354","8,05"
2025-06-10 01:15:00,0,"11,11","10,938","7,822"
2025-06-10 01:10:00,0,"10,61","11,286","7,674"
2025-06-10 01:05:00,0,"10,494","11,677","7,783"
2025-06-10 01:00:00,0,"10,595","10,804","8,321"
2025-06-10 00:55:00,0,"11,089","10,466","9,131"
2025-06-10 00:50:00,0,"10,902","10,591","8,728"
2025-06-10 00:45:00,0,"10,573","10,19","8,56"
2025-06-10 00:40:00,0,"10,488","10,246","9,025"
2025-06-10 00:35:00,0,"10,562","10,072","8,939"
2025-06-10 00:30:00,0,"10,37","10,058","8,82"
2025-06-10 00:25:00,0,"10,418","10,049","8,771"
2025-06-10 00:20:00,0,"10,345","10,268","8,827"
2025-06-10 00:15:00,0,"10,349","10,127","9,064"
2025-06-10 00:10:00,0,"10,332","10,422","8,935"
2025-06-10 00:05:00,0,"10,178","10,252","8,801"
2025-06-10 00:00:00,0,"10,657","10,087","9,077"
2025-06-09 23:55:00,0,"10,463","10,184","8,426"
2025-06-09 23:50:00,0,"10,236","10,136","8,582"
2025-06-09 23:45:00,0,"10,064","10,194","8,437"
2025-06-09 23:40:00,0,"10,315","10,339","8,392"
2025-06-09 23:35:00,0,"10,505","10,541","8,56"
2025-06-09 23:30:00,0,"10,777","10,1","8,724"
2025-06-09 23:25:00,0,"9,918","10,364","8,858"
2025-06-09 23:20:00,0,"10,567","10,093","9,809"
2025-06-09 23:15:00,0,"11,153","10,12","9,106"
2025-06-09 23:10:00,0,"10,878","10,331","8,944"
2025-06-09 23:05:00,0,"11,173","10,242","8,972"
2025-06-09 23:00:00,0,"11,237","10,169","9,095"
2025-06-09 22:55:00,0,"11,826","10,188","9,116"
2025-06-09 22:50:00,0,"10,128","10,505","8,72"
2025-06-09 22:45:00,0,"10,345","10,057","8,777"
2025-06-09 22:40:00,0,"10,843","9,995","9,084"
2025-06-09 22:35:00,0,"11,206","10,124","8,902"
2025-06-09 22:30:00,0,"10,494","10,771","8,91"
2025-06-09 22:25:00,0,"10,982","10,4","9,145"
2025-06-09 22:20:00,0,"10,908","10,116","8,861"
2025-06-09 22:15:00,0,"10,402","10,613","7,919"
2025-06-09 22:10:00,0,"10,542","10,964","8,161"
2025-06-09 22:05:00,0,"10,304","11,483","8,264"
2025-06-09 22:00:00,0,"10,278","11,16","8,604"
2025-06-09 21:55:00,0,"10,422","11,686","8,114"
2025-06-09 21:50:00,0,"10,291","11,384","8,596"
2025-06-09 21:45:00,0,"10,608","11,05","8,406"
2025-06-09 21:40:00,0,"11,502","11,292","8,864"
2025-06-09 21:35:00,0,"12,296","11,209","8,51"
2025-06-09 21:30:00,0,"13,663","11,347","8,683"
2025-06-09 21:25:00,0,"13,573","11,35","8,845"
2025-06-09 21:20:00,0,"13,688","11,656","8,512"
2025-06-09 21:15:00,0,"13,573","10,933","8,924"
2025-06-09 21:10:00,0,"11,191","11,094","8,788"
2025-06-09 21:05:00,0,"10,806","11,323","8,012"
2025-06-09 21:00:00,0,"11,084","15,793","8,071"
2025-06-09 20:55:00,0,"10,825","21,641","8,089"
2025-06-09 20:50:00,0,"11,957","17,692","8,296"
2025-06-09 20:45:00,0,"11,084","17,48","8,03"
2025-06-09 20:40:00,0,"10,708","21,364","8,404"
2025-06-09 20:35:00,0,"10,528","21,412","8,537"
2025-06-09 20:30:00,0,"10,717","14,166","8,269"
2025-06-09 20:25:00,0,"10,792","21,506","8,144"
2025-06-09 20:20:00,0,"11,111","21,724","8,311"
2025-06-09 20:15:00,0,"11,149","16,8","8,776"
2025-06-09 20:10:00,0,"11,045","19,128","9,03"
2025-06-09 20:05:00,0,"11,353","21,488","8,953"
2025-06-09 20:00:00,0,"11,56","19,991","8,798"
2025-06-09 19:55:00,0,"11,772","14,978","8,657"
2025-06-09 19:50:00,0,"11,887","21,499","8,634"
2025-06-09 19:45:00,0,"11,346","21,928","9,516"
2025-06-09 19:40:00,0,"12,425","16,318","8,713"
2025-06-09 19:35:00,0,"11,819","19,412","8,807"
2025-06-09 19:30:00,0,"11,652","21,359","8,668"
2025-06-09 19:25:00,0,"11,132","20,468",9
2025-06-09 19:20:00,0,"10,931","15,005","8,611"
2025-06-09 19:15:00,0,"11,112","20,831","8,752"
2025-06-09 19:10:00,0,"11,22","20,939","8,665"
2025-06-09 19:05:00,0,"11,478","14,55","8,795"
2025-06-09 19:00:00,0,"10,858","19,562","9,378"
2025-06-09 18:55:00,0,"10,825","20,419","8,965"
2025-06-09 18:50:00,0,"10,763","17,4","8,692"
2025-06-09 18:45:00,0,"10,831","15,779","8,572"
2025-06-09 18:40:00,0,"11,296","20,544","9,734"
2025-06-09 18:35:00,0,"11,77","20,712","9,004"
2025-06-09 18:30:00,0,"11,473","14,737","9,27"
2025-06-09 18:25:00,0,"11,146","18,578","9,326"
2025-06-09 18:20:00,0,"11,513","20,316","9,2"
2025-06-09 18:15:00,0,"11,682","19,448","9,983"
2025-06-09 18:10:00,0,"11,683","14,903","9,358"
2025-06-09 18:05:00,0,"11,424","20,479","9,42"
2025-06-09 18:00:00,0,"11,537","21,229","9,33"
2025-06-09 17:55:00,0,"12,052","16,1","9,472"
2025-06-09 17:50:00,0,"11,479","17,796","9,239"
2025-06-09 17:45:00,0,"11,483","20,542","9,632"
2025-06-09 17:40:00,0,"11,64","20,383","9,257"
2025-06-09 17:35:00,0,"12,449","13,27","9,595"
2025-06-09 17:30:00,0,"11,845","20,592","9,338"
2025-06-09 17:25:00,0,"11,83","20,472","9,529"
2025-06-09 17:20:00,0,"12,304","14,803","9,632"
2025-06-09 17:15:00,0,"11,656","18,452","9,614"
2025-06-09 17:10:00,0,"11,701","20,393","9,462"
2025-06-09 17:05:00,0,"12,214","19,95","9,414"
2025-06-09 17:00:00,0,"12,068","14,138","9,414"
2025-06-09 16:55:00,0,"12,024","20,687","9,455"
2025-06-09 16:50:00,0,"11,603","20,78",10
2025-06-09 16:45:00,0,"11,534","19,741","9,533"
2025-06-09 16:40:00,0,"12,163","14,15","9,582"
2025-06-09 16:35:00,0,"12,311","20,681","9,635"
2025-06-09 16:30:00,0,"12,466","20,526","9,356"
2025-06-09 16:25:00,0,"12,289","18,559","9,367"
2025-06-09 16:20:00,0,"12,668","15,545","9,475"
2025-06-09 16:15:00,0,"12,472","20,485","9,866"
2025-06-09 16:10:00,0,"12,198","19,994","10,244"
2025-06-09 16:05:00,0,"12,236","13,244","9,724"
2025-06-09 16:00:00,0,"12,341","20,192","9,968"
2025-06-09 15:55:00,0,"11,981","20,134","9,902"
2025-06-09 15:50:00,0,"11,75","15,376","9,521"
2025-06-09 15:45:00,0,"11,834","17,834","9,575"
2025-06-09 15:40:00,0,"12,527","20,453","9,632"
2025-06-09 15:35:00,0,"12,167","17,839","10,363"
2025-06-09 15:30:00,0,"11,959","15,536","9,924"
2025-06-09 15:25:00,0,"12,065","20,447","9,529"
2025-06-09 15:20:00,0,"11,874","20,563","9,517"
2025-06-09 15:15:00,0,"12,948","13,274","9,676"
2025-06-09 15:10:00,0,"12,731","20,102","9,486"
2025-06-09 15:05:00,0,"12,424","20,2","9,902"
2025-06-09 15:00:00,0,"12,492","15,51","10,042"
2025-06-09 14:55:00,0,"12,463","18,136","9,635"
2025-06-09 14:50:00,0,"12,383","20,508","9,33"
2025-06-09 14:45:00,0,"12,558","18,396","9,694"
2025-06-09 14:40:00,0,"11,688","15,484","10,054"
2025-06-09 14:35:00,0,"12,108","19,99","10,085"
2025-06-09 14:30:00,0,"11,663","20,108","9,811"
2025-06-09 14:25:00,0,"11,494","13,77","9,973"
2025-06-09 14:20:00,0,"12,152","20,876","9,606"
2025-06-09 14:15:00,0,"11,585","21,131","9,626"
2025-06-09 14:10:00,0,"11,908","14,726","9,382"
2025-06-09 14:05:00,0,"12,742","19,868","9,782"
2025-06-09 14:00:00,0,"12,644","20,994","10,333"
2025-06-09 13:55:00,0,"12,175","20,603","10,055"
2025-06-09 13:50:00,0,"12,006","15,626","9,632"
2025-06-09 13:45:00,0,"11,99","17,899","9,815"
2025-06-09 13:40:00,0,"12,858","20,142","9,743"
2025-06-09 13:35:00,0,"12,049","18,342","9,295"
2025-06-09 13:30:00,0,"12,068","15,616","9,484"
2025-06-09 13:25:00,0,"12,89","20,49","9,887"
2025-06-09 13:20:00,0,"12,58","21,016","9,814"
2025-06-09 13:15:00,0,"12,221","16,007","9,876"
2025-06-09 13:10:00,0,"12,506","21,064","9,739"
2025-06-09 13:05:00,0,"12,037","20,507","9,707"
2025-06-09 13:00:00,0,"12,022","16,873","9,799"
2025-06-09 12:55:00,0,"11,978","20,832","9,209"
2025-06-09 12:50:00,0,"12,743","21,072","9,197"
2025-06-09 12:45:00,0,"12,406","16,403","9,588"
2025-06-09 12:40:00,0,"11,762","21,245","9,733"
2025-06-09 12:35:00,0,"12,605","20,327","9,479"
2025-06-09 12:30:00,0,"12,317","16,676","10,06"
2025-06-09 12:25:00,0,"12,39","20,803","10,463"
2025-06-09 12:20:00,0,"13,628","21,007","9,929"
2025-06-09 12:15:00,0,"12,632","17,446","9,661"
2025-06-09 12:10:00,0,"12,486","17,518","9,568"
2025-06-09 12:05:00,0,"13,614","20,657","9,629"
2025-06-09 12:00:00,0,"12,358","20,982","9,872"
2025-06-09 11:55:00,0,"12,439","13,864","9,955"
2025-06-09 11:50:00,0,"12,089","20,994","9,463"
2025-06-09 11:45:00,0,"11,891","20,756","10,196"
2025-06-09 11:40:00,0,"12,814","15,426","10,003"
2025-06-09 11:35:00,0,"13,033","20,676","9,542"
2025-06-09 11:30:00,0,"12,77","20,698","9,793"
2025-06-09 11:25:00,0,"13,523","15,438","9,634"
2025-06-09 11:20:00,0,"13,428","20,482","9,835"
2025-06-09 11:15:00,0,"15,049","20,118","10,099"
2025-06-09 11:10:00,0,"14,743","16,05","10,044"
2025-06-09 11:05:00,0,"14,532","21,008","9,848"
2025-06-09 11:00:00,0,"14,896","18,902","9,826"
2025-06-09 10:55:00,0,"15,02","18,056","9,788"
2025-06-09 10:50:00,0,"13,387","20,528","9,671"
2025-06-09 10:45:00,0,"12,348","17,744","9,618"
2025-06-09 10:40:00,0,"12,022","18,181","9,58"
2025-06-09 10:35:00,0,"11,83","20,882","9,635"
2025-06-09 10:30:00,0,"11,875","17,662","9,568"
2025-06-09 10:25:00,0,"11,807","19,176","9,608"
2025-06-09 10:20:00,0,"12,227","20,423","9,336"
2025-06-09 10:15:00,0,"11,616","17,654","9,418"
2025-06-09 10:10:00,0,"11,768","16,428","9,641"
2025-06-09 10:05:00,0,"12,394","20,909","9,829"
2025-06-09 10:00:00,0,"12,965","18,341","9,616"
2025-06-09 09:55:00,0,"12,894","17,842","9,569"
2025-06-09 09:50:00,0,"12,791","20,371","9,484"
2025-06-09 09:45:00,0,"12,449","16,427","9,408"
2025-06-09 09:40:00,0,"12,515","20,417","9,485"
2025-06-09 09:35:00,0,"11,99","21,1","10,28"
2025-06-09 09:30:00,0,"12,109","15,932","9,748"
2025-06-09 09:25:00,0,"12,12","21,41","9,869"
2025-06-09 09:20:00,0,"11,905","19,794","9,646"
2025-06-09 09:15:00,0,"11,944","17,467","9,565"
2025-06-09 09:10:00,0,"12,048","20,585","9,648"
2025-06-09 09:05:00,0,"12,389","17,783","9,773"
2025-06-09 09:00:00,0,"12,667","19,082","9,834"
2025-06-09 08:55:00,0,"11,79","20,381","9,71"
2025-06-09 08:50:00,0,"12,18","16,693","10,34"
2025-06-09 08:45:00,0,"11,608","18,984","10,165"
2025-06-09 08:40:00,0,"11,611","20,315","9,906"
2025-06-09 08:35:00,0,"12,583","15,488","9,31"
2025-06-09 08:30:00,0,"12,168","20,186","9,533"
2025-06-09 08:25:00,0,"12,206","20,785","9,484"
2025-06-09 08:20:00,0,"12,344","15,246","9,293"
2025-06-09 08:15:00,0,"12,864","21,074","9,323"
2025-06-09 08:10:00,0,"12,475","20,623","9,563"
2025-06-09 08:05:00,0,"12,266","15,244","9,575"
2025-06-09 08:00:00,0,"11,965","20,362","9,899"
2025-06-09 07:55:00,0,"12,247","20,696","10,093"
2025-06-09 07:50:00,0,"11,975","14,668","9,671"
2025-06-09 07:45:00,0,"12,875","19,032","9,692"
2025-06-09 07:40:00,0,"12,371","20,275","9,532"
2025-06-09 07:35:00,0,"12,061","17,316","9,485"
2025-06-09 07:30:00,0,"11,821","16,982","9,607"
2025-06-09 07:25:00,0,"12,077","20,936","10,086"
2025-06-09 07:20:00,0,"12,552","20,809","9,575"
2025-06-09 07:15:00,0,"12,403","14,098","9,62"
2025-06-09 07:10:00,0,"12,821","20,464","9,906"
2025-06-09 07:05:00,0,"12,654","20,764","9,302"
2025-06-09 07:00:00,0,"13,974","14,299","9,125"
2025-06-09 06:55:00,0,"14,676","19,603","9,203"
2025-06-09 06:50:00,0,"15,71","20,702","9,305"
2025-06-09 06:45:00,0,"15,041","17,846","9,05"
2025-06-09 06:40:00,0,"14,958","16,518","9,254"
2025-06-09 06:35:00,0,"15,17","20,35","9,264"
2025-06-09 06:30:00,0,"14,278","20,419","9,61"
2025-06-09 06:25:00,0,"12,313","13,669","9,55"
2025-06-09 06:20:00,0,"12,14","20,216","9,248"
2025-06-09 06:15:00,0,"11,8","21,382","9,504"
2025-06-09 06:10:00,0,"11,654","14,734","9,25"
2025-06-09 06:05:00,0,"11,779","18,685","9,305"
2025-06-09 06:00:00,0,"11,996","20,538","9,198"
2025-06-09 05:55:00,0,"11,633","18,541","8,863"
2025-06-09 05:50:00,0,"11,633","14,112","9,252"
2025-06-09 05:45:00,0,"10,484","20,466","9,192"
2025-06-09 05:40:00,0,"10,729","20,168","9,353"
2025-06-09 05:35:00,0,"10,669","15,275","8,712"
2025-06-09 05:30:00,0,"9,802","17,977","8,77"
2025-06-09 05:25:00,0,"9,754","20,689","8,706"
2025-06-09 05:20:00,0,"9,86","19,122","8,584"
2025-06-09 05:15:00,0,"9,912","13,332","8,936"
2025-06-09 05:10:00,0,"10,031","20,564","8,756"
2025-06-09 05:05:00,0,"10,03","20,506","8,905"
2025-06-09 05:00:00,0,"10,595","16,235","8,578"
2025-06-09 04:55:00,0,"9,739","17,07","8,488"
2025-06-09 04:50:00,0,"9,61","20,49","8,495"
2025-06-09 04:45:00,0,"9,94","19,692","8,755"
2025-06-09 04:40:00,0,"9,808","13,375","8,512"
2025-06-09 04:35:00,0,"9,426","18,857","8,503"
2025-06-09 04:30:00,0,"6,965","17,879","8,762"
2025-06-09 04:25:00,0,"6,61","13,664","7,89"
2025-06-09 04:20:00,0,"6,622",14,"7,52"
2025-06-09 04:15:00,0,"6,389","17,596","7,249"
2025-06-09 04:10:00,0,"5,532","17,704","7,285"
2025-06-09 04:05:00,0,"5,488","11,556","7,468"
2025-06-09 04:00:00,0,"5,526","16,928","7,403"
2025-06-09 03:55:00,0,"5,556","17,767","7,427"
2025-06-09 03:50:00,0,"5,73","14,482","7,436"
2025-06-09 03:45:00,0,"5,264","13,459","7,547"
2025-06-09 03:40:00,0,"5,258","17,777","7,838"
2025-06-09 03:35:00,0,"4,948","17,728","7,696"
2025-06-09 03:30:00,0,"5,117","10,364","7,427"
2025-06-09 03:25:00,0,"5,014","17,491","7,393"
2025-06-09 03:20:00,0,"5,078","18,113","7,325"
2025-06-09 03:15:00,0,"5,302","15,32","7,357"
2025-06-09 03:10:00,0,"4,892","12,481","7,321"
2025-06-09 03:05:00,0,"4,967","17,551","7,301"
2025-06-09 03:00:00,0,"4,682","17,813","7,494"
2025-06-09 02:55:00,0,"4,846","12,539","7,613"
2025-06-09 02:50:00,0,"4,603","15,485","7,483"
2025-06-09 02:45:00,0,"4,846","17,66","7,726"
2025-06-09 02:40:00,0,"4,744","16,748","7,411"
2025-06-09 02:35:00,0,"4,598","11,449","7,373"
2025-06-09 02:30:00,0,"5,167","17,798","7,483"
2025-06-09 02:25:00,0,"5,216","17,624","7,411"
2025-06-09 02:20:00,0,"5,299","14,532","7,414"
2025-06-09 02:15:00,0,"5,407","13,433","7,4"
2025-06-09 02:10:00,0,"5,165","17,578","7,704"
2025-06-09 02:05:00,0,"5,35","17,629","7,423"
2025-06-09 02:00:00,0,"4,949","12,772","7,246"
2025-06-09 01:55:00,0,"4,997","15,403","7,451"
2025-06-09 01:50:00,0,"4,764","17,839","7,29"
2025-06-09 01:45:00,0,"4,987","17,872","7,448"
2025-06-09 01:40:00,0,"4,873","11,054","7,399"
2025-06-09 01:35:00,0,"5,27","17,585","7,415"
2025-06-09 01:30:00,0,"4,904","17,72","7,478"
2025-06-09 01:25:00,0,"4,909","17,81","7,638"
2025-06-09 01:20:00,0,"5,008","11,131","7,648"
2025-06-09 01:15:00,0,"5,176","17,162","7,394"
2025-06-09 01:10:00,0,"5,231","17,764","7,373"
2025-06-09 01:05:00,0,"4,871","14,866","7,578"
2025-06-09 01:00:00,0,"4,826","15,85","7,561"
2025-06-09 00:55:00,0,"4,99","17,864","7,583"
2025-06-09 00:50:00,0,"5,218","17,906","7,637"
2025-06-09 00:45:00,0,"5,323","12,737","7,682"
2025-06-09 00:40:00,0,"5,467","17,83","7,612"
2025-06-09 00:35:00,0,"5,375","17,849","7,766"
2025-06-09 00:30:00,0,"5,23","17,55","7,81"
2025-06-09 00:25:00,0,"5,304","13,052","7,572"
2025-06-09 00:20:00,0,"5,222","17,858","7,613"
2025-06-09 00:15:00,0,"5,298","17,97","7,982"
2025-06-09 00:10:00,0,"5,059","17,828","7,654"
2025-06-09 00:05:00,0,"5,165","12,184","7,728"
2025-06-09 00:00:00,0,"4,954","17,61","7,732"
2025-06-08 23:55:00,0,"5,278","17,795","7,517"
2025-06-08 23:50:00,0,"5,07","16,594","7,762"
2025-06-08 23:45:00,0,"5,413","14,298","7,556"
2025-06-08 23:40:00,0,"4,999","17,725","7,319"
2025-06-08 23:35:00,0,"4,669","17,668","7,505"
2025-06-08 23:30:00,0,"5,08","15,118","7,651"
2025-06-08 23:25:00,0,"5,186","15,742","7,308"
2025-06-08 23:20:00,0,"5,278","17,766","7,354"
2025-06-08 23:15:00,0,"5,095","17,729","7,336"
2025-06-08 23:10:00,0,"5,513","12,887","7,526"
2025-06-08 23:05:00,0,"5,228","17,864","7,705"
2025-06-08 23:00:00,0,"5,045","17,854","7,648"
2025-06-08 22:55:00,0,"4,937","12,661","7,516"
2025-06-08 22:50:00,0,"5,32","17,782","7,728"
2025-06-08 22:45:00,0,"5,08","18,586","8,27"
2025-06-08 22:40:00,0,"5,448","13,84","7,95"
2025-06-08 22:35:00,0,"5,093","17,173","7,686"
2025-06-08 22:30:00,0,"5,051","17,797","7,57"
2025-06-08 22:25:00,0,"5,244","14,796","7,291"
2025-06-08 22:20:00,0,"5,243","15,773","7,309"
2025-06-08 22:15:00,0,"5,068","17,74","7,304"
2025-06-08 22:10:00,0,"5,213","15,373","7,274"
2025-06-08 22:05:00,0,5,"15,355","7,29"
2025-06-08 22:00:00,0,"4,89","17,992","7,426"
2025-06-08 21:55:00,0,"4,877","15,655","7,736"
2025-06-08 21:50:00,0,"4,78","15,07","7,601"
2025-06-08 21:45:00,0,"5,402","18,097","7,446"
2025-06-08 21:40:00,0,"5,651","17,683","7,583"
2025-06-08 21:35:00,0,"5,332","12,722","7,454"
2025-06-08 21:30:00,0,"5,368","17,626","7,475"
2025-06-08 21:25:00,0,"5,274","17,623","7,411"
2025-06-08 21:20:00,0,"5,227","12,686","7,31"
2025-06-08 21:15:00,0,"5,012","18,017","7,372"
2025-06-08 21:10:00,0,"4,643","17,842","7,204"
2025-06-08 21:05:00,0,"4,877","12,764","7,452"
2025-06-08 21:00:00,0,"4,991","17,396","7,504"
2025-06-08 20:55:00,0,"4,622","16,866","7,488"
2025-06-08 20:50:00,0,"4,724","13,639","7,445"
2025-06-08 20:45:00,0,"4,613","17,675","7,448"
2025-06-08 20:40:00,0,"4,93","13,907","7,338"
2025-06-08 20:35:00,0,"5,195","16,837","7,457"
2025-06-08 20:30:00,0,"5,033","19,23","7,408"
2025-06-08 20:25:00,0,"4,92","14,468","7,448"
2025-06-08 20:20:00,0,"4,985","19,668","8,372"
2025-06-08 20:15:00,0,"4,99","19,004","8,419"
2025-06-08 20:10:00,0,"4,732","15,575","8,66"
2025-06-08 20:05:00,0,"4,932","17,609","7,676"
2025-06-08 20:00:00,0,"4,945","19,114","7,626"
2025-06-08 19:55:00,0,"4,97","18,841","7,26"
2025-06-08 19:50:00,0,"5,182","21,24","7,256"
2025-06-08 19:45:00,0,"5,392","8,971","8,048"
2025-06-08 19:40:00,0,"5,462","9,127","8,218"
2025-06-08 19:35:00,0,"5,414","8,909","8,252"
2025-06-08 19:30:00,0,"4,706","9,008","9,071"
2025-06-08 19:25:00,0,"4,762","9,421","8,508"
2025-06-08 19:20:00,0,"4,811","8,867","7,618"
2025-06-08 19:15:00,0,"4,668","8,736","8,41"
2025-06-08 19:10:00,0,"4,817","8,716","7,552"
2025-06-08 19:05:00,0,"4,637","9,041","7,519"
2025-06-08 19:00:00,0,"5,152","8,972","7,626"
2025-06-08 18:55:00,0,"4,768","8,848","7,222"
2025-06-08 18:50:00,0,"4,85","8,756","6,563"
2025-06-08 18:45:00,0,"5,14","8,684","6,51"
2025-06-08 18:40:00,0,"5,029","8,833","7,494"
2025-06-08 18:35:00,0,"4,682","8,608","7,417"
2025-06-08 18:30:00,0,"4,813","8,572","6,804"
2025-06-08 18:25:00,0,"4,76","8,582","7,198"
2025-06-08 18:20:00,0,"4,604","8,741","7,334"
2025-06-08 18:15:00,0,"4,999","8,754","6,772"
2025-06-08 18:10:00,0,"5,489","8,857","6,587"
2025-06-08 18:05:00,0,"5,328","8,845","6,67"
2025-06-08 18:00:00,0,"5,357","8,668","6,6"
2025-06-08 17:55:00,0,"5,528","8,738","6,757"
2025-06-08 17:50:00,0,"5,424","8,592","6,808"
2025-06-08 17:45:00,0,"4,96","8,716","6,616"
2025-06-08 17:40:00,0,"4,802","8,692","6,545"
2025-06-08 17:35:00,0,"4,872","8,798","6,815"
2025-06-08 17:30:00,0,"4,938","8,726","6,77"
2025-06-08 17:25:00,0,"5,147","8,945","6,68"
2025-06-08 17:20:00,0,"5,257","8,681","6,816"
2025-06-08 17:15:00,0,"5,026","8,662","6,86"
2025-06-08 17:10:00,0,"5,106","8,8","7,1"
2025-06-08 17:05:00,0,"5,233","8,724","7,262"
2025-06-08 17:00:00,0,"5,324","8,686","6,892"
2025-06-08 16:55:00,0,"5,29","8,681","6,878"
2025-06-08 16:50:00,0,"5,587","8,768","7,117"
2025-06-08 16:45:00,0,"5,309","8,669","5,658"
2025-06-08 16:40:00,0,"5,544","8,585","5,434"
2025-06-08 16:35:00,0,"5,233","8,906","5,429"
2025-06-08 16:30:00,0,"4,8","8,785","5,621"
2025-06-08 16:25:00,0,"5,081","8,831","5,986"
2025-06-08 16:20:00,0,"6,035","8,69","6,15"
2025-06-08 16:15:00,0,"6,932","8,665","6,133"
2025-06-08 16:10:00,0,"6,397","8,64","5,897"
2025-06-08 16:05:00,0,"5,958","8,758","5,946"
2025-06-08 16:00:00,0,"5,958","8,67","6,242"
2025-06-08 15:55:00,0,"5,965","8,677","5,549"
2025-06-08 15:50:00,0,"5,914","8,904","5,468"
2025-06-08 15:45:00,0,"6,194","8,999","5,432"
2025-06-08 15:40:00,0,"5,779","8,783","5,418"
2025-06-08 15:35:00,0,"5,777","8,792","5,521"
2025-06-08 15:30:00,0,"6,055","8,759","5,569"
2025-06-08 15:25:00,0,"6,03","8,902","5,473"
2025-06-08 15:20:00,0,"5,929","8,893","5,322"
2025-06-08 15:15:00,0,"6,434","8,868","4,678"
2025-06-08 15:10:00,0,"6,595","8,963","4,602"
2025-06-08 15:05:00,0,"6,487","9,058","4,482"
2025-06-08 15:00:00,0,"6,474","9,871","4,452"
2025-06-08 14:55:00,0,"6,244","8,83","4,476"
2025-06-08 14:50:00,0,"6,296","8,96","4,459"
2025-06-08 14:45:00,0,"6,128","8,83","4,537"
2025-06-08 14:40:00,0,"6,008","8,828","4,63"
2025-06-08 14:35:00,0,"6,012","8,831","4,328"
2025-06-08 14:30:00,0,"5,724","8,872","4,675"
2025-06-08 14:25:00,0,"5,503","8,686","4,734"
2025-06-08 14:20:00,0,"5,46","8,941","4,988"
2025-06-08 14:15:00,0,"5,687","8,742","4,865"
2025-06-08 14:10:00,0,"5,657","8,9","4,757"
2025-06-08 14:05:00,0,"5,795","8,701","4,631"
2025-06-08 14:00:00,0,"5,543","8,689","4,59"
2025-06-08 13:55:00,0,"5,623","8,558","4,703"
2025-06-08 13:50:00,0,"5,654","8,754","4,705"
2025-06-08 13:45:00,0,"5,947","8,73","4,747"
2025-06-08 13:40:00,0,"5,735","8,681","4,73"
2025-06-08 13:35:00,0,"5,606","8,916","4,704"
2025-06-08 13:30:00,0,"5,7","8,89","4,811"
2025-06-08 13:25:00,0,"5,954","8,66","4,441"
2025-06-08 13:20:00,0,"6,112","8,566","4,505"
2025-06-08 13:15:00,0,"6,058","8,574","4,741"
2025-06-08 13:10:00,0,"5,948","8,764","4,764"
2025-06-08 13:05:00,0,"5,984","8,786","5,041"
2025-06-08 13:00:00,0,"5,552","8,704","4,998"
2025-06-08 12:55:00,0,"5,296","8,711","5,18"
2025-06-08 12:50:00,0,"5,344","8,903","4,969"
2025-06-08 12:45:00,0,"5,844","8,833","4,956"
2025-06-08 12:40:00,0,"5,363","8,737","5,089"
