Date,Consumption [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-23 01:30:00,0,"9,856","9,971","9,679"
2025-07-23 01:25:00,0,"9,032","10,116","9,299"
2025-07-23 01:20:00,0,"9,424","10,246","9,376"
2025-07-23 01:15:00,0,"9,265","9,967","9,161"
2025-07-23 01:10:00,0,"9,296","11,178","9,466"
2025-07-23 01:05:00,0,"9,478","9,984","9,364"
2025-07-23 01:00:00,0,"9,124","10,502","9,317"
2025-07-23 00:55:00,0,"9,384","10,309","9,48"
2025-07-23 00:50:00,0,"9,613","10,544","9,532"
2025-07-23 00:45:00,0,"9,899","10,196","10,043"
2025-07-23 00:40:00,0,"10,205","10,174","9,511"
2025-07-23 00:35:00,0,"9,545","10,019","9,52"
2025-07-23 00:30:00,0,"9,32","9,978","9,64"
2025-07-23 00:25:00,0,"9,733","9,994","9,76"
2025-07-23 00:20:00,0,"9,122","10,273","9,78"
2025-07-23 00:15:00,0,"9,239","10,229","9,488"
2025-07-23 00:10:00,0,"8,874","11,039","9,756"
2025-07-23 00:05:00,0,"9,067","10,145","9,49"
2025-07-23 00:00:00,0,"8,646","10,151","9,768"
2025-07-22 23:55:00,0,"8,674","9,858","9,151"
2025-07-22 23:50:00,0,"9,127","9,631","9,244"
2025-07-22 23:45:00,0,"8,972","10,031","9,643"
2025-07-22 23:40:00,0,"9,134","9,818","10,006"
2025-07-22 23:35:00,0,"9,482","9,786","9,756"
2025-07-22 23:30:00,0,"9,479","9,874","10,255"
2025-07-22 23:25:00,0,"9,528","9,806","9,68"
2025-07-22 23:20:00,0,"9,059","9,925","9,67"
2025-07-22 23:15:00,0,"9,26","10,147","10,006"
2025-07-22 23:10:00,0,"8,77","10,952","9,638"
2025-07-22 23:05:00,0,"9,196","9,936","9,781"
2025-07-22 23:00:00,0,"8,828","10,194","9,906"
2025-07-22 22:55:00,0,"8,857","10,584","9,796"
2025-07-22 22:50:00,0,"8,969","10,549","9,676"
2025-07-22 22:45:00,0,"9,3","10,444","9,522"
2025-07-22 22:40:00,0,"9,323","10,382","9,547"
2025-07-22 22:35:00,0,"9,412","10,392","9,614"
2025-07-22 22:30:00,0,"9,656","10,434","9,738"
2025-07-22 22:25:00,0,"8,339","10,304","9,858"
2025-07-22 22:20:00,0,"8,236","10,001","9,956"
2025-07-22 22:15:00,0,"8,62","10,859","9,689"
2025-07-22 22:10:00,0,"8,772","10,764","9,541"
2025-07-22 22:05:00,0,"8,75","10,445","9,504"
2025-07-22 22:00:00,0,"8,266","10,187","9,701"
2025-07-22 21:55:00,0,"8,077","10,199","9,57"
2025-07-22 21:50:00,0,"8,555","10,414","9,91"
2025-07-22 21:45:00,0,"8,467","10,043","9,73"
2025-07-22 21:40:00,0,"9,215","10,061","9,947"
2025-07-22 21:35:00,0,"8,155","10,368","9,967"
2025-07-22 21:30:00,0,"8,19","10,783","9,677"
2025-07-22 21:25:00,0,"7,879","10,801","9,606"
2025-07-22 21:20:00,0,"7,718","10,264","9,613"
2025-07-22 21:15:00,0,"8,628","11,444","9,857"
2025-07-22 21:10:00,0,"8,494","10,306","9,715"
2025-07-22 21:05:00,0,"8,411","10,328","9,67"
2025-07-22 21:00:00,0,"8,845","10,698","9,787"
2025-07-22 20:55:00,0,"9,02","10,571","9,785"
2025-07-22 20:50:00,0,"9,262","10,961","9,988"
2025-07-22 20:45:00,0,"9,326","10,168","9,804"
2025-07-22 20:40:00,0,"8,906","10,507","9,55"
2025-07-22 20:35:00,0,"8,722","10,114","9,584"
2025-07-22 20:30:00,0,"9,106","10,372","10,202"
2025-07-22 20:25:00,0,"9,522","10,448","10,274"
2025-07-22 20:20:00,0,"9,034","11,83","9,979"
2025-07-22 20:15:00,0,"8,592","10,177","10,126"
2025-07-22 20:10:00,0,"8,629","10,213","10,373"
2025-07-22 20:05:00,0,"9,221","10,154","10,249"
2025-07-22 20:00:00,0,"9,551","10,626","10,326"
2025-07-22 19:55:00,0,"9,569","10,144","10,53"
2025-07-22 19:50:00,0,"9,17","10,23","9,93"
2025-07-22 19:45:00,0,"9,256","10,33","9,968"
2025-07-22 19:40:00,0,"8,9","10,348","11,488"
2025-07-22 19:35:00,0,"8,981","10,277","10,355"
2025-07-22 19:30:00,0,"9,379","10,255","11,112"
2025-07-22 19:25:00,0,"8,984","10,747","10,97"
2025-07-22 19:20:00,0,"9,557","11,724","10,288"
2025-07-22 19:15:00,0,"10,284","11,366","10,23"
2025-07-22 19:10:00,0,"10,02","10,411","10,214"
2025-07-22 19:05:00,0,"11,126","10,62","10,279"
2025-07-22 19:00:00,0,"9,725","10,505","10,813"
2025-07-22 18:55:00,0,"9,127","10,321","10,226"
2025-07-22 18:50:00,0,"8,928","10,746","10,007"
2025-07-22 18:45:00,0,"8,692","11,266","10,032"
2025-07-22 18:40:00,0,"8,669","10,528","10,384"
2025-07-22 18:35:00,0,"8,585","10,853","10,289"
2025-07-22 18:30:00,0,"8,711","10,25","10,267"
2025-07-22 18:25:00,0,"9,176","10,507","10,498"
2025-07-22 18:20:00,0,"9,024","11,377","10,568"
2025-07-22 18:15:00,0,"9,454","10,457","10,23"
2025-07-22 18:10:00,0,"9,312","10,48","10,357"
2025-07-22 18:05:00,0,"9,379","11,056","10,408"
2025-07-22 18:00:00,0,"8,816","10,246","10,196"
2025-07-22 17:55:00,0,"8,874","10,154","10,176"
2025-07-22 17:50:00,0,"8,97","10,274","10,196"
2025-07-22 17:45:00,0,"8,584","10,338","10,41"
2025-07-22 17:40:00,0,"8,652","10,152","10,055"
2025-07-22 17:35:00,0,"9,098","10,109","10,134"
2025-07-22 17:30:00,0,"8,956","10,229","10,374"
2025-07-22 17:25:00,0,"9,056","10,807","9,988"
2025-07-22 17:20:00,0,"9,43","11,254","9,845"
2025-07-22 17:15:00,0,"9,233","10,378","9,883"
2025-07-22 17:10:00,0,"9,662","10,531","10,362"
2025-07-22 17:05:00,0,"9,614","10,412","9,959"
2025-07-22 17:00:00,0,"9,048","10,368","10,031"
2025-07-22 16:55:00,0,"8,831","10,363","9,924"
2025-07-22 16:50:00,0,"8,866","10,375","10,165"
2025-07-22 16:45:00,0,"9,193","10,504","10,283"
2025-07-22 16:40:00,0,"8,562","10,806","9,898"
2025-07-22 16:35:00,0,"8,628","10,373","9,744"
2025-07-22 16:30:00,0,"8,795","10,42","10,009"
2025-07-22 16:25:00,0,"8,773","11,257","10,158"
2025-07-22 16:20:00,0,"9,286","10,165","9,79"
2025-07-22 16:15:00,0,"9,988","10,115","9,821"
2025-07-22 16:10:00,0,"9,701","10,471","9,82"
2025-07-22 16:05:00,0,"9,302","10,171","9,992"
2025-07-22 16:00:00,0,"9,28","10,345","10,116"
2025-07-22 15:55:00,0,"9,098","10,193","10,153"
2025-07-22 15:50:00,0,"8,813","10,561","10,493"
2025-07-22 15:45:00,0,"9,539","10,182","10,432"
2025-07-22 15:40:00,0,"8,83","10,716","9,924"
2025-07-22 15:35:00,0,"8,71","10,27","10,241"
2025-07-22 15:30:00,0,"9,272","10,902","9,964"
2025-07-22 15:25:00,0,"9,326","11,304","10,192"
2025-07-22 15:20:00,0,"9,476","10,602","11,286"
2025-07-22 15:15:00,0,"9,163","10,336","11,056"
2025-07-22 15:10:00,0,"9,089","10,637","11,303"
2025-07-22 15:05:00,0,"8,591","10,502","10,178"
2025-07-22 15:00:00,0,"8,558","10,217","9,834"
2025-07-22 14:55:00,0,"8,856","10,381","9,805"
2025-07-22 14:50:00,0,"8,81","10,978","9,808"
2025-07-22 14:45:00,0,"8,842","10,055","9,846"
2025-07-22 14:40:00,0,"9,133","10,163","9,929"
2025-07-22 14:35:00,0,"8,984","10,175","10,072"
2025-07-22 14:30:00,0,"9,557","11,466","9,959"
2025-07-22 14:25:00,0,"9,614","10,357","9,92"
2025-07-22 14:20:00,0,"9,341","10,53","10,038"
2025-07-22 14:15:00,0,"8,515","10,549","10,009"
2025-07-22 14:10:00,0,"9,785","10,996","10,243"
2025-07-22 14:05:00,0,"9,149","10,751","9,98"
2025-07-22 14:00:00,0,"8,719","10,734","10,663"
2025-07-22 13:55:00,0,"8,786","10,745","9,948"
2025-07-22 13:50:00,0,"9,727","10,634","10,007"
2025-07-22 13:45:00,0,"8,737","11,014","10,111"
2025-07-22 13:40:00,0,"9,058","10,753","10,072"
2025-07-22 13:35:00,0,"9,569","10,566","9,97"
2025-07-22 13:30:00,0,"9,466","11,557","10,111"
2025-07-22 13:25:00,0,"9,36","10,787","10,382"
2025-07-22 13:20:00,0,"8,976","10,723","9,971"
2025-07-22 13:15:00,0,"8,951","10,663","9,842"
2025-07-22 13:10:00,0,"9,174","10,625","9,872"
2025-07-22 13:05:00,0,"9,036","10,62","10,187"
2025-07-22 13:00:00,0,"8,594","10,967","10,364"
2025-07-22 12:55:00,0,"8,815","10,682","10,393"
2025-07-22 12:50:00,0,"8,551","10,556","10,184"
2025-07-22 12:45:00,0,"8,694","10,651","10,028"
2025-07-22 12:40:00,0,"9,443","10,858","10,296"
2025-07-22 12:35:00,0,"9,504","11,123","10,459"
2025-07-22 12:30:00,0,"8,914","11,286","9,979"
2025-07-22 12:25:00,0,"9,395","10,922","10,033"
2025-07-22 12:20:00,0,"9,647","11,006","10,441"
2025-07-22 12:15:00,0,"8,866","10,603","11,13"
2025-07-22 12:10:00,0,"9,377","10,954","9,846"
2025-07-22 12:05:00,0,"8,843","12,042","9,894"
2025-07-22 12:00:00,0,"8,724","12,708","9,926"
2025-07-22 11:55:00,0,"8,784","10,988","10,393"
2025-07-22 11:50:00,0,"8,903","11,233","10,69"
2025-07-22 11:45:00,0,"9,514","11,072","9,87"
2025-07-22 11:40:00,0,"11,476","10,759","9,869"
2025-07-22 11:35:00,0,"10,218","12,164","9,818"
2025-07-22 11:30:00,0,"9,427","11,12","9,994"
2025-07-22 11:25:00,0,"8,88","10,648","10,301"
2025-07-22 11:20:00,0,"8,663","10,727","10,552"
2025-07-22 11:15:00,0,"9,133","10,475","9,715"
2025-07-22 11:10:00,0,"8,8","10,789","9,871"
2025-07-22 11:05:00,0,"8,813","10,877","10,522"
2025-07-22 11:00:00,0,"9,109","11,417","9,86"
2025-07-22 10:55:00,0,"10,414","10,916","9,618"
2025-07-22 10:50:00,0,"9,952","10,463","10,682"
2025-07-22 10:45:00,0,"12,493","10,585","10,078"
2025-07-22 10:40:00,0,"12,174","10,967","10,163"
2025-07-22 10:35:00,0,"11,612","11,496","10,688"
2025-07-22 10:30:00,0,"10,79","10,564","10,459"
2025-07-22 10:25:00,0,"10,612","10,844","10,228"
2025-07-22 10:20:00,0,"9,925","10,535","10,166"
2025-07-22 10:15:00,0,"7,926","10,486","10,081"
2025-07-22 10:10:00,0,"8,137","10,715","10,314"
2025-07-22 10:05:00,0,"7,844","10,594","10,2"
2025-07-22 10:00:00,0,"7,98","10,794","10,2"
2025-07-22 09:55:00,0,"8,249","10,916","10,457"
2025-07-22 09:50:00,0,"8,815","11,204","10,03"
2025-07-22 09:45:00,0,"8,821","10,949","10,502"
2025-07-22 09:40:00,0,"8,928","11,231","9,929"
2025-07-22 09:35:00,0,"8,156","11,549","9,827"
2025-07-22 09:30:00,0,"7,94","10,531","10,176"
2025-07-22 09:25:00,0,"8,063","10,45","10,763"
2025-07-22 09:20:00,0,"8,196","10,374","10,313"
2025-07-22 09:15:00,0,"8,222","10,691","10,424"
2025-07-22 09:10:00,0,"8,201","10,676","10,786"
2025-07-22 09:05:00,0,"8,384","10,363","10,392"
2025-07-22 09:00:00,0,"9,182","10,264","10,471"
2025-07-22 08:55:00,0,"9,347","10,511","10,468"
2025-07-22 08:50:00,0,"10,084","10,768","10,139"
2025-07-22 08:45:00,0,"9,763","10,415","10,126"
2025-07-22 08:40:00,0,"9,593","11,586","10,487"
2025-07-22 08:35:00,0,"9,395","11,822","10,464"
2025-07-22 08:30:00,0,"9,361","10,397","10,626"
2025-07-22 08:25:00,0,"10,085","10,552","10,746"
2025-07-22 08:20:00,0,"9,59","9,883","10,046"
2025-07-22 08:15:00,0,"9,703","9,65","9,97"
2025-07-22 08:10:00,0,"9,14","9,864","9,739"
2025-07-22 08:05:00,0,"10,399","9,704","9,661"
2025-07-22 08:00:00,0,"10,826","9,726","9,694"
2025-07-22 07:55:00,0,"11,164","9,788","9,606"
2025-07-22 07:50:00,0,"11,065","9,901","9,902"
2025-07-22 07:45:00,0,"10,952","9,878","9,816"
2025-07-22 07:40:00,0,"10,62","10,972","10,121"
2025-07-22 07:35:00,0,"10,794","9,924","10,472"
2025-07-22 07:30:00,0,"11,714","10,037","10,094"
2025-07-22 07:25:00,0,"10,542","9,89","10,763"
2025-07-22 07:20:00,0,"10,912","9,918","9,698"
2025-07-22 07:15:00,0,"10,7","10,189","9,66"
2025-07-22 07:10:00,0,"10,566","10,127","9,425"
2025-07-22 07:05:00,0,"10,846","9,769","9,346"
2025-07-22 07:00:00,0,"11,104","10,027","9,314"
2025-07-22 06:55:00,0,"10,981","9,809","9,487"
2025-07-22 06:50:00,0,"10,897","10,859","9,301"
2025-07-22 06:45:00,0,"10,75","10,188","9,062"
2025-07-22 06:40:00,0,"10,781","10,769","9,317"
2025-07-22 06:35:00,0,"10,487","9,857","9,3"
2025-07-22 06:30:00,0,"10,915","10,705","9,085"
2025-07-22 06:25:00,0,"10,342","9,81","9,145"
2025-07-22 06:20:00,0,"10,312","10,234","9,258"
2025-07-22 06:15:00,0,"10,717","10,384","9,67"
2025-07-22 06:10:00,0,"10,789","9,913","9,468"
2025-07-22 06:05:00,0,"11,07","9,884","9,588"
2025-07-22 06:00:00,0,"11,028","9,858","9,814"
2025-07-22 05:55:00,0,"10,914","10,427","9,41"
2025-07-22 05:50:00,0,"10,618","10,432","9,658"
2025-07-22 05:45:00,0,"10,68","10,762","9,762"
2025-07-22 05:40:00,0,"10,775","10,148","9,463"
2025-07-22 05:35:00,0,"10,556","10,178","9,491"
2025-07-22 05:30:00,0,"10,83","10,262","9,45"
2025-07-22 05:25:00,0,"10,724","10,228","9,577"
2025-07-22 05:20:00,0,"11,005","9,886","9,571"
2025-07-22 05:15:00,0,"11,15","9,94","9,205"
2025-07-22 05:10:00,0,"11,305","9,943","9,246"
2025-07-22 05:05:00,0,"13,771","10,322","9,269"
2025-07-22 05:00:00,0,"14,808","10,051","9,337"
2025-07-22 04:55:00,0,"13,693","10,009","10,134"
2025-07-22 04:50:00,0,"13,404","10,228","9,413"
2025-07-22 04:45:00,0,"13,681","10,97","9,377"
2025-07-22 04:40:00,0,"13,406","9,949","9,924"
2025-07-22 04:35:00,0,"12,367","9,997","9,274"
2025-07-22 04:30:00,0,"11,635","10,201","9,25"
2025-07-22 04:25:00,0,"11,55","10,051","9,262"
2025-07-22 04:20:00,0,"10,843","10,23","9,178"
2025-07-22 04:15:00,0,"10,573","10,108","9,354"
2025-07-22 04:10:00,0,"10,554","10,136","9,145"
2025-07-22 04:05:00,0,"11,089","9,953","9,403"
2025-07-22 04:00:00,0,"10,531","9,938","9,407"
2025-07-22 03:55:00,0,"10,716","10,01","9,276"
2025-07-22 03:50:00,0,"10,964","10,264","9,352"
2025-07-22 03:45:00,0,"10,54","11,126","9,379"
2025-07-22 03:40:00,0,"10,796","9,93","9,517"
2025-07-22 03:35:00,0,"11,068","10,128","9,344"
2025-07-22 03:30:00,0,"11,128","10,172","9,54"
2025-07-22 03:25:00,0,"11,155","10,099","9,148"
2025-07-22 03:20:00,0,"11,167","10,006","9,51"
2025-07-22 03:15:00,0,"10,92","10,098","9,425"
2025-07-22 03:10:00,0,"10,591","10,049","9,145"
2025-07-22 03:05:00,0,"10,676","10,021","9,17"
2025-07-22 03:00:00,0,"10,642","10,033","9,316"
2025-07-22 02:55:00,0,"11,017","10,139","9,334"
2025-07-22 02:50:00,0,"10,979","10,316","9,416"
2025-07-22 02:45:00,0,"10,823","10,997","9,422"
2025-07-22 02:40:00,0,"10,663","9,924","10,024"
2025-07-22 02:35:00,0,"11,186","10,109","9,203"
2025-07-22 02:30:00,0,"11,239","10,273","9,199"
2025-07-22 02:25:00,0,"11,494","10,21","9,2"
2025-07-22 02:20:00,0,"11,299","10,126","9,282"
2025-07-22 02:15:00,0,"11,266","10,2","9,439"
2025-07-22 02:10:00,0,"10,956","10,487","9,194"
2025-07-22 02:05:00,0,"10,942","10,255","9,294"
2025-07-22 02:00:00,0,"10,886","10,189","9,21"
2025-07-22 01:55:00,0,"11,198","10,356","9,34"
2025-07-22 01:50:00,0,"10,693","10,504","9,371"
2025-07-22 01:45:00,0,"10,638","11,086","9,232"
2025-07-22 01:40:00,0,"10,404","10,272","9,257"
2025-07-22 01:35:00,0,"11,02","10,343","9,308"
2025-07-22 01:30:00,0,"11,141","10,3","9,55"
2025-07-22 01:25:00,0,"11,045","10,536","9,536"
2025-07-22 01:20:00,0,"10,709","10,259","9,37"
2025-07-22 01:15:00,0,"10,981","10,217","9,359"
2025-07-22 01:10:00,0,"10,529","10,27","9,437"
2025-07-22 01:05:00,0,"10,722","10,289","9,432"
2025-07-22 01:00:00,0,"10,874","10,255","9,244"
2025-07-22 00:55:00,0,"11,023","10,187","9,473"
2025-07-22 00:50:00,0,"10,526","10,808","9,649"
2025-07-22 00:45:00,0,"10,783","10,967","9,536"
2025-07-22 00:40:00,0,"10,636","10,361","9,394"
2025-07-22 00:35:00,0,"10,975","10,436","9,394"
2025-07-22 00:30:00,0,"11,056","10,378","9,482"
2025-07-22 00:25:00,0,"11,339","10,447","9,482"
2025-07-22 00:20:00,0,"10,645","10,21","9,836"
2025-07-22 00:15:00,0,"11,077","10,27","9,601"
2025-07-22 00:10:00,0,"11,005","10,252","9,916"
2025-07-22 00:05:00,0,"11,353","10,267","9,785"
2025-07-22 00:00:00,0,"10,812","10,337","9,871"
2025-07-21 23:55:00,0,"10,769","10,174","9,984"
2025-07-21 23:50:00,0,"10,649","10,729","9,253"
2025-07-21 23:45:00,0,"11,134","10,624","9,236"
2025-07-21 23:40:00,0,"11,233","10,432","9,27"
2025-07-21 23:35:00,0,"11,548","10,378","9,715"
2025-07-21 23:30:00,0,"11,218","10,284","9,293"
2025-07-21 23:25:00,0,"10,985","10,384","9,563"
2025-07-21 23:20:00,0,"10,58","10,456","9,361"
2025-07-21 23:15:00,0,"11,059","10,58","9,665"
2025-07-21 23:10:00,0,"10,808","10,043","9,571"
2025-07-21 23:05:00,0,"10,759","10,829","9,464"
2025-07-21 23:00:00,0,"10,699","10,409","9,568"
2025-07-21 22:55:00,0,"10,776","10,388","9,558"
2025-07-21 22:50:00,0,"11,048","11,371","9,401"
2025-07-21 22:45:00,0,"11,359","10,717","9,191"
2025-07-21 22:40:00,0,"11,167","10,686","9,364"
2025-07-21 22:35:00,0,"11,024","10,724","9,056"
2025-07-21 22:30:00,0,"11,15","10,796","9,788"
2025-07-21 22:25:00,0,"10,982","10,663",9
2025-07-21 22:20:00,0,"10,832","10,427","9,142"
2025-07-21 22:15:00,0,"10,7","10,394","9,389"
2025-07-21 22:10:00,0,"10,896","10,37","9,403"
2025-07-21 22:05:00,0,"10,598","10,507","9,366"
2025-07-21 22:00:00,0,"10,795","10,454","9,438"
2025-07-21 21:55:00,0,"10,564","10,447","9,157"
2025-07-21 21:50:00,0,"10,506","11,852","9,586"
2025-07-21 21:45:00,0,"10,475","10,86","9,698"
2025-07-21 21:40:00,0,"10,805","10,442","9,824"
2025-07-21 21:35:00,0,"11,388","10,417","9,988"
2025-07-21 21:30:00,0,"11,257","10,739","9,312"
2025-07-21 21:25:00,0,"10,94","10,312","9,41"
2025-07-21 21:20:00,0,"10,75","10,264","9,193"
2025-07-21 21:15:00,0,"10,979","10,271","9,302"
2025-07-21 21:10:00,0,"10,852","10,469","9,172"
2025-07-21 21:05:00,0,"10,931","10,366","8,984"
2025-07-21 21:00:00,0,"11,362","10,61","8,998"
2025-07-21 20:55:00,0,"10,788","10,132","9,332"
2025-07-21 20:50:00,0,"10,774","11,314","9,486"
2025-07-21 20:45:00,0,"11,143","10,105","9,355"
2025-07-21 20:40:00,0,"11,665","10,391","9,395"
2025-07-21 20:35:00,0,"11,458","10,175","9,414"
2025-07-21 20:30:00,0,"11,034","10,216","9,256"
2025-07-21 20:25:00,0,"11,101","10,256","9,295"
2025-07-21 20:20:00,0,"11,49","10,68","9,521"
2025-07-21 20:15:00,0,"10,687","10,321","9,185"
2025-07-21 20:10:00,0,"11,003","10,195","9,518"
2025-07-21 20:05:00,0,"10,963","10,379","9,426"
2025-07-21 20:00:00,0,"10,764","10,284","9,096"
2025-07-21 19:55:00,0,"10,781","10,992","9,059"
2025-07-21 19:50:00,0,"11,129","10,744","9,564"
2025-07-21 19:45:00,0,"11,768","10,638","9,632"
2025-07-21 19:40:00,0,"11,598","10,631","9,373"
2025-07-21 19:35:00,0,"11,458","10,703","9,325"
2025-07-21 19:30:00,0,"11,126","10,196","9,521"
2025-07-21 19:25:00,0,"10,98","10,043","9,55"
2025-07-21 19:20:00,0,"10,91","10,216","9,544"
2025-07-21 19:15:00,0,"11,387","10,528","9,428"
2025-07-21 19:10:00,0,"11,681","10,379","9,545"
2025-07-21 19:05:00,0,"13,291","10,352","9,482"
2025-07-21 19:00:00,0,"12,33","10,446","9,46"
2025-07-21 18:55:00,0,"12,049","11,446","9,73"
2025-07-21 18:50:00,0,"11,696","10,883","9,475"
2025-07-21 18:45:00,0,"11,744","10,73","9,844"
2025-07-21 18:40:00,0,"11,938","10,266","10,146"
2025-07-21 18:35:00,0,"10,849","10,176","9,571"
2025-07-21 18:30:00,0,"10,888","10,306","9,576"
2025-07-21 18:25:00,0,"11,137","10,264","9,586"
2025-07-21 18:20:00,0,"10,746","10,232","9,478"
2025-07-21 18:15:00,0,"11,004","10,46","9,668"
2025-07-21 18:10:00,0,"11,078","10,216","9,793"
2025-07-21 18:05:00,0,"10,928","10,439","9,587"
2025-07-21 18:00:00,0,"10,663","10,304","9,74"
2025-07-21 17:55:00,0,"10,994","11,43","9,739"
2025-07-21 17:50:00,0,"11,598","10,231","9,502"
2025-07-21 17:45:00,0,"11,924","10,235","9,734"
2025-07-21 17:40:00,0,"11,006","10,304","10,399"
2025-07-21 17:35:00,0,"11,129","10,48","10,511"
2025-07-21 17:30:00,0,"11,078","10,44","10,444"
2025-07-21 17:25:00,0,"11,024","10,549","10,012"
2025-07-21 17:20:00,0,"11,706","10,639","10,057"
2025-07-21 17:15:00,0,"11,09","10,426","9,839"
2025-07-21 17:10:00,0,"11,033","10,23","10,297"
2025-07-21 17:05:00,0,"11,28","10,322","9,76"
2025-07-21 17:00:00,0,"11,868","10,43","9,391"
2025-07-21 16:55:00,0,"11,608","11,821","9,445"
2025-07-21 16:50:00,0,"11,706","10,321","9,93"
2025-07-21 16:45:00,0,"11,245","10,322","9,63"
2025-07-21 16:40:00,0,"11,047","10,234","9,557"
2025-07-21 16:35:00,0,"10,924","10,495","9,655"
2025-07-21 16:30:00,0,"11,53","10,058","9,836"
2025-07-21 16:25:00,0,"11,161","10,116","9,966"
2025-07-21 16:20:00,0,"11,045","10,325","9,97"
2025-07-21 16:15:00,0,"11,155","10,214",10
2025-07-21 16:10:00,0,"11,36","10,534","9,654"
2025-07-21 16:05:00,0,"11,594","10,198","10,04"
2025-07-21 16:00:00,0,"13,614","11,232","9,858"
2025-07-21 15:55:00,0,"14,066","10,752","9,709"
2025-07-21 15:50:00,0,"14,294","10,294","9,854"
2025-07-21 15:45:00,0,"14,068","10,451","9,739"
2025-07-21 15:40:00,0,"14,086","10,081","9,948"
2025-07-21 15:35:00,0,"13,631","10,099","9,914"
2025-07-21 15:30:00,0,"11,732","10,435","9,968"
2025-07-21 15:25:00,0,"11,778","10,308","10,535"
2025-07-21 15:20:00,0,"11,825","10,783","10,036"
2025-07-21 15:15:00,0,"11,652","10,225","9,876"
2025-07-21 15:10:00,0,"11,336","10,553","9,874"
2025-07-21 15:05:00,0,"11,045","10,481","9,62"
2025-07-21 15:00:00,0,"10,864","11,766","9,414"
2025-07-21 14:55:00,0,"10,936","10,826","9,509"
2025-07-21 14:50:00,0,"11,364","10,314","9,51"
2025-07-21 14:45:00,0,"11,172","10,84","9,398"
2025-07-21 14:40:00,0,"11,269","10,326","9,338"
2025-07-21 14:35:00,0,"11,484","10,158","9,821"
2025-07-21 14:30:00,0,"11,48","10,428","9,623"
2025-07-21 14:25:00,0,"11,55","10,542","9,251"
2025-07-21 14:20:00,0,"11,303","10,645","9,46"
2025-07-21 14:15:00,0,"11,336","11,392","9,277"
2025-07-21 14:10:00,0,"11,335","10,483","9,314"
2025-07-21 14:05:00,0,"11,195","10,668","10,111"
2025-07-21 14:00:00,0,"11,228","11,466","10,075"
2025-07-21 13:55:00,0,"11,171","10,642","10,372"
2025-07-21 13:50:00,0,"11,65","10,537","9,697"
2025-07-21 13:45:00,0,"11,597","10,54","9,37"
2025-07-21 13:40:00,0,"11,567","10,669","9,364"
2025-07-21 13:35:00,0,"11,628","10,674","10,044"
2025-07-21 13:30:00,0,"11,552","10,396","9,439"
2025-07-21 13:25:00,0,"10,94","10,662","9,233"
2025-07-21 13:20:00,0,"11,563","10,973","9,536"
2025-07-21 13:15:00,0,"11,214","10,532","9,562"
2025-07-21 13:10:00,0,"11,93","10,728","9,224"
2025-07-21 13:05:00,0,"11,872","11,351","9,319"
2025-07-21 13:00:00,0,"11,299","11,557","9,551"
2025-07-21 12:55:00,0,"11,995","10,694","9,794"
2025-07-21 12:50:00,0,"12,94","11,138","9,648"
2025-07-21 12:45:00,0,"13,382","10,861","9,952"
2025-07-21 12:40:00,0,"11,407","10,79","10,104"
2025-07-21 12:35:00,0,"10,979","11,179","10,921"
2025-07-21 12:30:00,0,"11,254","10,746","10,34"
2025-07-21 12:25:00,0,"11,504","11,808","9,697"
2025-07-21 12:20:00,0,"12,182","11,664","9,872"
2025-07-21 12:15:00,0,"11,166","11,08","9,678"
2025-07-21 12:10:00,0,"11,484","11,875","10,28"
2025-07-21 12:05:00,0,"12,362","11,336","9,786"
2025-07-21 12:00:00,0,"12,446","11,863","9,622"
2025-07-21 11:55:00,0,"11,915","11,1","9,449"
2025-07-21 11:50:00,0,"11,603","10,778","9,894"
2025-07-21 11:45:00,0,"12,87","10,572","9,662"
2025-07-21 11:40:00,0,"13,223","10,699","9,704"
2025-07-21 11:35:00,0,"13,878","12,268","9,805"
2025-07-21 11:30:00,0,"14,233","11,652","9,623"
2025-07-21 11:25:00,0,"14,878","10,532","9,798"
2025-07-21 11:20:00,0,"14,828","10,699","9,566"
2025-07-21 11:15:00,0,"13,692","10,794","9,836"
2025-07-21 11:10:00,0,"13,426","10,907","9,385"
2025-07-21 11:05:00,0,"13,236","12,484","9,51"
2025-07-21 11:00:00,0,"13,06","11,023","9,38"
2025-07-21 10:55:00,0,"13,578","11,096","9,62"
2025-07-21 10:50:00,0,"12,546","11,281","9,761"
2025-07-21 10:45:00,0,"12,882","11,176","9,502"
2025-07-21 10:40:00,0,"15,092","10,596","9,568"
2025-07-21 10:35:00,0,"15,284","10,89","9,499"
2025-07-21 10:30:00,0,"15,419","10,516","9,684"
2025-07-21 10:25:00,0,"16,014","10,867","9,352"
2025-07-21 10:20:00,0,"15,941","10,907","9,922"
2025-07-21 10:15:00,0,"14,648","10,679","9,623"
2025-07-21 10:10:00,0,"13,574","10,544","9,72"
2025-07-21 10:05:00,0,"11,485","12,5","9,244"
