Date,Consumption [kW],ECB 1801 150A [kW],ECB 1901 [kW]
2025-03-24 08:00:00,"18,319","8,533","9,785"
2025-03-24 07:55:00,"18,796","8,654","10,141"
2025-03-24 07:50:00,"19,826","8,566","11,26"
2025-03-24 07:45:00,"20,467","9,112","11,356"
2025-03-24 07:40:00,"18,033","8,668","9,365"
2025-03-24 07:35:00,"17,643","8,48","9,162"
2025-03-24 07:30:00,"18,896","8,568","10,327"
2025-03-24 07:25:00,"18,919","8,609","10,31"
2025-03-24 07:20:00,"19,578","8,628","10,951"
2025-03-24 07:15:00,"17,816","8,594","9,223"
2025-03-24 07:10:00,"18,397","8,656","9,74"
2025-03-24 07:05:00,"19,97","9,024","10,946"
2025-03-24 07:00:00,"20,959","10,25","10,71"
2025-03-24 06:55:00,"20,334","10,768","9,566"
2025-03-24 06:50:00,"17,104","7,8","9,302"
2025-03-24 06:45:00,"15,073","6,42","8,653"
2025-03-24 06:40:00,"13,687","6,266","7,421"
2025-03-24 06:35:00,"14,008","6,209","7,8"
2025-03-24 06:30:00,"14,268","5,773","8,495"
2025-03-24 06:25:00,"13,27","4,795","8,474"
2025-03-24 06:20:00,"13,211","4,572","8,639"
2025-03-24 06:15:00,"12,719","4,565","8,154"
2025-03-24 06:10:00,"12,69","4,585","8,104"
2025-03-24 06:05:00,"13,297","4,589","8,708"
2025-03-24 06:00:00,"9,204","4,564","4,642"
2025-03-24 05:55:00,"8,851","4,573","4,279"
2025-03-24 05:50:00,"8,561","4,568","3,991"
2025-03-24 05:45:00,"7,515","4,573","2,941"
2025-03-24 05:40:00,"7,761","4,582","3,18"
2025-03-24 05:35:00,"8,686","4,607","4,078"
2025-03-24 05:30:00,"8,877","4,556","4,321"
2025-03-24 05:25:00,"8,461","4,524","3,936"
2025-03-24 05:20:00,"7,421","4,518","2,903"
2025-03-24 05:15:00,"7,68","4,529","3,15"
2025-03-24 05:10:00,"8,747","4,532","4,214"
2025-03-24 05:05:00,"9,219","4,531","4,688"
2025-03-24 05:00:00,"7,662","4,552","3,11"
2025-03-24 04:55:00,"7,49","4,544","2,946"
2025-03-24 04:50:00,"8,206","4,542","3,664"
2025-03-24 04:45:00,"8,945","4,571","4,374"
2025-03-24 04:40:00,"8,677","4,616","4,062"
2025-03-24 04:35:00,"7,514","4,61","2,903"
2025-03-24 04:30:00,"7,539","4,628","2,91"
2025-03-24 04:25:00,"8,841","4,631","4,211"
2025-03-24 04:20:00,"9,001","4,632","4,368"
2025-03-24 04:15:00,"8,024","4,628","3,396"
2025-03-24 04:10:00,"7,571","4,62","2,951"
2025-03-24 04:05:00,"8,359","4,633","3,726"
2025-03-24 04:00:00,"8,642","4,636","4,006"
2025-03-24 03:55:00,"8,764","4,624","4,14"
2025-03-24 03:50:00,"8,438","4,598","3,84"
2025-03-24 03:45:00,"7,469","4,565","2,903"
2025-03-24 03:40:00,"7,895","4,567","3,328"
2025-03-24 03:35:00,"8,629","4,579","4,05"
2025-03-24 03:30:00,"8,576","4,558","4,018"
2025-03-24 03:25:00,"9,198","4,572","4,625"
2025-03-24 03:20:00,"7,599","4,597","3,002"
2025-03-24 03:15:00,"7,492","4,558","2,934"
2025-03-24 03:10:00,"8,386","4,57","3,816"
2025-03-24 03:05:00,"8,599","4,586","4,012"
2025-03-24 03:00:00,"8,878","4,642","4,236"
2025-03-24 02:55:00,"8,366","4,631","3,734"
2025-03-24 02:50:00,"7,57","4,625","2,945"
2025-03-24 02:45:00,"8,064","4,65","3,413"
2025-03-24 02:40:00,"8,743","4,654","4,09"
2025-03-24 02:35:00,"8,8","4,645","4,156"
2025-03-24 02:30:00,"9,124","4,651","4,472"
2025-03-24 02:25:00,"7,576","4,643","2,932"
2025-03-24 02:20:00,"7,559","4,65","2,91"
2025-03-24 02:15:00,"8,583","4,676","3,906"
2025-03-24 02:10:00,"9,138","4,608","4,53"
2025-03-24 02:05:00,"8,17","4,586","3,583"
2025-03-24 02:00:00,"7,528","4,574","2,954"
2025-03-24 01:55:00,"7,864","4,586","3,277"
2025-03-24 01:50:00,"8,818","4,583","4,235"
2025-03-24 01:45:00,"8,863","4,591","4,271"
2025-03-24 01:40:00,"7,566","4,616","2,95"
2025-03-24 01:35:00,"7,533","4,62","2,912"
2025-03-24 01:30:00,"7,499","4,591","2,908"
2025-03-24 01:25:00,"7,544","4,63","2,915"
2025-03-24 01:20:00,"10,987","4,669","6,318"
2025-03-24 01:15:00,"10,608","4,651","5,958"
2025-03-24 01:10:00,"9,129","4,69","4,44"
2025-03-24 01:05:00,"8,71","4,67","4,04"
2025-03-24 01:00:00,"9,299","4,663","4,636"
2025-03-24 00:55:00,"7,674","4,658","3,016"
2025-03-24 00:50:00,"7,571","4,643","2,929"
2025-03-24 00:45:00,"8,618","4,656","3,962"
2025-03-24 00:40:00,"8,657","4,645","4,013"
2025-03-24 00:35:00,"9,192","4,662","4,53"
2025-03-24 00:30:00,"7,747","4,608","3,138"
2025-03-24 00:25:00,"7,54","4,57","2,971"
2025-03-24 00:20:00,"8,359","4,58","3,779"
2025-03-24 00:15:00,"8,639","4,565","4,074"
2025-03-24 00:10:00,"8,722","4,579","4,142"
2025-03-24 00:05:00,"9,059","4,582","4,478"
2025-03-24 00:00:00,"7,492","4,583","2,91"
2025-03-23 23:55:00,"7,482","4,571","2,911"
2025-03-23 23:50:00,"8,628","4,577","4,052"
2025-03-23 23:45:00,"9,115","4,613","4,501"
2025-03-23 23:40:00,"8,041","4,662","3,379"
2025-03-23 23:35:00,"7,617","4,658","2,958"
2025-03-23 23:30:00,"8,278","4,643","3,635"
2025-03-23 23:25:00,"8,795","4,673","4,122"
2025-03-23 23:20:00,"8,909","4,681","4,226"
2025-03-23 23:15:00,"8,687","4,672","4,014"
2025-03-23 23:10:00,"7,59","4,68","2,91"
2025-03-23 23:05:00,"7,969","4,668","3,301"
2025-03-23 23:00:00,"8,694","4,678","4,016"
2025-03-23 22:55:00,"9,057","4,705","4,351"
2025-03-23 22:50:00,"8,28","4,618","3,662"
2025-03-23 22:45:00,"7,551","4,592","2,958"
2025-03-23 22:40:00,"8,055","4,589","3,467"
2025-03-23 22:35:00,"8,652","4,577","4,074"
2025-03-23 22:30:00,"8,671","4,584","4,086"
2025-03-23 22:25:00,"9,05","4,572","4,478"
2025-03-23 22:20:00,"8,045","4,572","3,472"
2025-03-23 22:15:00,"7,488","4,582","2,908"
2025-03-23 22:10:00,"8,027","4,579","3,45"
2025-03-23 22:05:00,"8,707","4,608","4,098"
2025-03-23 22:00:00,"9,131","4,675","4,457"
2025-03-23 21:55:00,"8,573","4,669","3,902"
2025-03-23 21:50:00,"7,633","4,676","2,958"
2025-03-23 21:45:00,"7,978","4,679","3,3"
2025-03-23 21:40:00,"8,795","4,655","4,14"
2025-03-23 21:35:00,"9,174","4,644","4,53"
2025-03-23 21:30:00,"7,878","4,648","3,23"
2025-03-23 21:25:00,"7,543","4,632","2,911"
2025-03-23 21:20:00,"8,449","4,643","3,806"
2025-03-23 21:15:00,"8,71","4,644","4,067"
2025-03-23 21:10:00,"8,643","4,595","4,05"
2025-03-23 21:05:00,"9,087","4,562","4,524"
2025-03-23 21:00:00,"7,546","4,571","2,975"
2025-03-23 20:55:00,"7,521","4,555","2,966"
2025-03-23 20:50:00,"8,707","4,561","4,147"
2025-03-23 20:45:00,"8,614","4,58","4,034"
2025-03-23 20:40:00,"9,015","4,57","4,445"
2025-03-23 20:35:00,"8,051","4,562","3,49"
2025-03-23 20:30:00,"7,496","4,556","2,94"
2025-03-23 20:25:00,"8,145","4,579","3,566"
2025-03-23 20:20:00,"9,038","4,61","4,428"
2025-03-23 20:15:00,"8,805","4,625","4,18"
2025-03-23 20:10:00,"7,587","4,625","2,962"
2025-03-23 20:05:00,"7,792","4,614","3,178"
2025-03-23 20:00:00,"8,757","4,619","4,139"
2025-03-23 19:55:00,"8,826","4,612","4,213"
2025-03-23 19:50:00,"8,662","4,622","4,04"
2025-03-23 19:45:00,"7,533","4,609","2,924"
2025-03-23 19:40:00,"7,956","4,627","3,33"
2025-03-23 19:35:00,"8,726","4,65","4,075"
2025-03-23 19:30:00,"8,644","4,559","4,086"
2025-03-23 19:25:00,"9,09","4,54","4,552"
2025-03-23 19:20:00,"7,964","4,543","3,421"
2025-03-23 19:15:00,"7,442","4,526","2,917"
2025-03-23 19:10:00,"8,223","4,544","3,679"
2025-03-23 19:05:00,"8,627","4,526","4,099"
2025-03-23 19:00:00,"8,599","4,543","4,057"
2025-03-23 18:55:00,"8,742","4,534","4,207"
2025-03-23 18:50:00,"8,929","4,542","4,388"
2025-03-23 18:45:00,"7,553","4,595","2,958"
2025-03-23 18:40:00,"7,551","4,596","2,956"
2025-03-23 18:35:00,"8,857","4,627","4,23"
2025-03-23 18:30:00,"8,906","4,602","4,303"
2025-03-23 18:25:00,"8,675","4,576","4,099"
2025-03-23 18:20:00,"8,128","4,568","3,56"
2025-03-23 18:15:00,"7,485","4,582","2,904"
2025-03-23 18:10:00,"7,598","4,578","3,02"
2025-03-23 18:05:00,"11,273","4,594","6,679"
2025-03-23 18:00:00,"9,622","4,595","5,028"
2025-03-23 17:55:00,"8,428","4,596","3,833"
2025-03-23 17:50:00,"8,213","4,559","3,654"
2025-03-23 17:45:00,"8,254","4,514","3,738"
2025-03-23 17:40:00,"8,066","4,531","3,535"
2025-03-23 17:35:00,"7,628","4,524","3,104"
2025-03-23 17:30:00,"8,292","4,537","3,754"
2025-03-23 17:25:00,"9,329","4,549","4,781"
2025-03-23 17:20:00,"9,068","4,538","4,53"
2025-03-23 17:15:00,"8,863","4,524","4,339"
2025-03-23 17:10:00,"8,653","4,529","4,126"
2025-03-23 17:05:00,"8,411","4,558","3,853"
2025-03-23 17:00:00,"8,322","4,6","3,722"
2025-03-23 16:55:00,"8,36","4,58","3,78"
2025-03-23 16:50:00,"8,074","4,597","3,478"
2025-03-23 16:45:00,"7,689","4,595","3,095"
2025-03-23 16:40:00,"8,637","4,585","4,051"
2025-03-23 16:35:00,"9,362","4,601","4,762"
2025-03-23 16:30:00,"9,156","4,58","4,574"
2025-03-23 16:25:00,"8,918","4,595","4,322"
2025-03-23 16:20:00,"8,942","4,607","4,336"
2025-03-23 16:15:00,"9,208","4,612","4,597"
2025-03-23 16:10:00,"9,082","4,548","4,534"
2025-03-23 16:05:00,"9,097","4,528","4,57"
2025-03-23 16:00:00,"8,689","4,516","4,175"
2025-03-23 15:55:00,"8,428","4,529","3,9"
2025-03-23 15:50:00,"9,192","4,513","4,68"
2025-03-23 15:45:00,"10,722","4,522","6,199"
2025-03-23 15:40:00,"10,319","4,52","5,798"
2025-03-23 15:35:00,"9,606","4,506","5,101"
2025-03-23 15:30:00,"9,541","4,514","5,027"
2025-03-23 15:25:00,"9,313","4,577","4,738"
2025-03-23 15:20:00,"9,241","4,567","4,673"
2025-03-23 15:15:00,"9,132","4,586","4,547"
2025-03-23 15:10:00,"8,579","4,604","3,976"
2025-03-23 15:05:00,"8,522","4,577","3,944"
2025-03-23 15:00:00,"10,43","4,594","5,834"
2025-03-23 14:55:00,"10,234","4,583","5,651"
2025-03-23 14:50:00,"9,872","4,583","5,29"
2025-03-23 14:45:00,"9,635","4,592","5,042"
2025-03-23 14:40:00,"9,385","4,579","4,806"
2025-03-23 14:35:00,"9,126","4,596","4,53"
2025-03-23 14:30:00,"9,112","4,534","4,579"
2025-03-23 14:25:00,"9,041","4,51","4,532"
2025-03-23 14:20:00,"8,416","4,508","3,907"
2025-03-23 14:15:00,"8,556","4,514","4,042"
2025-03-23 14:10:00,"10,364","4,519","5,845"
2025-03-23 14:05:00,"10,161","4,537","5,623"
2025-03-23 14:00:00,"9,744","4,523","5,22"
2025-03-23 13:55:00,"9,518","4,52","4,999"
2025-03-23 13:50:00,"8,562","4,525","4,037"
2025-03-23 13:45:00,"8,436","4,55","3,886"
2025-03-23 13:40:00,"8,475","4,578","3,896"
2025-03-23 13:35:00,"8,205","4,597","3,607"
2025-03-23 13:30:00,"7,836","4,59","3,246"
2025-03-23 13:25:00,"7,94","4,592","3,346"
2025-03-23 13:20:00,"9,988","4,536","5,45"
2025-03-23 13:15:00,"10,192","4,468","5,724"
2025-03-23 13:10:00,"9,187","4,478","4,708"
2025-03-23 13:05:00,"8,951","4,476","4,475"
2025-03-23 13:00:00,"8,729","4,496","4,231"
2025-03-23 12:55:00,"8,438","4,514","3,924"
2025-03-23 12:50:00,"8,38","4,475","3,904"
2025-03-23 12:45:00,"8,359","4,46","3,9"
2025-03-23 12:40:00,"7,619","4,423","3,196"
2025-03-23 12:35:00,"7,942","4,416","3,526"
2025-03-23 12:30:00,"9,298","4,416","4,883"
2025-03-23 12:25:00,"8,978","4,423","4,556"
2025-03-23 12:20:00,"8,617","4,416","4,2"
2025-03-23 12:15:00,"8,523","4,416","4,108"
2025-03-23 12:10:00,"8,131","4,408","3,721"
2025-03-23 12:05:00,"8,074","4,426","3,649"
2025-03-23 12:00:00,"8,163","4,421","3,742"
2025-03-23 11:55:00,"7,768","4,424","3,343"
2025-03-23 11:50:00,"7,564","4,505","3,058"
2025-03-23 11:45:00,"8,387","4,483","3,904"
2025-03-23 11:40:00,"9,438","4,477","4,962"
2025-03-23 11:35:00,"9,2","4,477","4,722"
2025-03-23 11:30:00,"8,79","4,481","4,309"
2025-03-23 11:25:00,"8,614","4,477","4,136"
2025-03-23 11:20:00,"8,233","4,481","3,752"
2025-03-23 11:15:00,"8,158","4,484","3,674"
2025-03-23 11:10:00,"8,171","4,468","3,703"
2025-03-23 11:05:00,"7,932","4,487","3,445"
2025-03-23 11:00:00,"8,211","4,489","3,72"
2025-03-23 10:55:00,"8,445","4,481","3,966"
2025-03-23 10:50:00,"10,343","4,482","5,861"
2025-03-23 10:45:00,"10,788","4,426","6,362"
2025-03-23 10:40:00,"9,85","4,4","5,45"
2025-03-23 10:35:00,"9,737","4,392","5,346"
2025-03-23 10:30:00,"10,2","4,381","5,818"
2025-03-23 10:25:00,"9,538","4,397","5,142"
2025-03-23 10:20:00,"8,922","4,405","4,518"
2025-03-23 10:15:00,"9,247","4,39","4,856"
2025-03-23 10:10:00,"9,23","4,397","4,832"
2025-03-23 10:05:00,"9,994","4,405","5,588"
2025-03-23 10:00:00,"11,286","4,394","6,892"
2025-03-23 09:55:00,"12,542","4,376","8,166"
2025-03-23 09:50:00,"11,483","4,447","7,034"
2025-03-23 09:45:00,"10,308","4,448","5,861"
2025-03-23 09:40:00,"10,202","4,464","5,737"
2025-03-23 09:35:00,"9,035","4,483","4,552"
2025-03-23 09:30:00,"8,987","4,45","4,537"
2025-03-23 09:25:00,"8,943","4,48","4,463"
2025-03-23 09:20:00,"8,454","4,463","3,99"
2025-03-23 09:15:00,"8,366","4,447","3,918"
2025-03-23 09:10:00,"9,693","4,466","5,226"
2025-03-23 09:05:00,"9,7","4,466","5,232"
2025-03-23 09:00:00,"9,633","4,471","5,161"
2025-03-23 08:55:00,"9,412","4,468","4,945"
2025-03-23 08:50:00,"9,214","4,486","4,728"
2025-03-23 08:45:00,"9,079","4,493","4,585"
2025-03-23 08:40:00,"9,046","4,48","4,567"
2025-03-23 08:35:00,"8,771","4,506","4,266"
2025-03-23 08:30:00,"8,463","4,519","3,942"
2025-03-23 08:25:00,"8,724","4,478","4,244"
2025-03-23 08:20:00,"10,134","4,451","5,683"
2025-03-23 08:15:00,"9,979","4,416","5,564"
2025-03-23 08:10:00,"8,746","4,538","4,207"
2025-03-23 08:05:00,"8,189","4,559","3,63"
2025-03-23 08:00:00,"8,188","4,579","3,608"
2025-03-23 07:55:00,"8,167","4,573","3,593"
2025-03-23 07:50:00,"7,819","4,588","3,232"
2025-03-23 07:45:00,"7,576","4,436","3,14"
2025-03-23 07:40:00,"8,691","4,453","4,237"
2025-03-23 07:35:00,"8,916","4,471","4,445"
2025-03-23 07:30:00,"8,717","4,494","4,223"
2025-03-23 07:25:00,"8,477","4,499","3,978"
2025-03-23 07:20:00,"8,181","4,484","3,696"
2025-03-23 07:15:00,"8,06","4,487","3,574"
2025-03-23 07:10:00,"8,102","4,483","3,619"
2025-03-23 07:05:00,"7,928","4,484","3,444"
2025-03-23 07:00:00,"7,614","4,489","3,126"
2025-03-23 06:55:00,"8,103","4,511","3,592"
2025-03-23 06:50:00,"8,91","4,439","4,471"
2025-03-23 06:45:00,"8,716","4,418","4,297"
2025-03-23 06:40:00,"8,46","4,444","4,015"
2025-03-23 06:35:00,"8,21","4,441","3,769"
2025-03-23 06:30:00,8,"4,432","3,569"
2025-03-23 06:25:00,"8,043","4,442","3,6"
2025-03-23 06:20:00,"7,983","4,453","3,53"
2025-03-23 06:15:00,"7,573","4,457","3,115"
2025-03-23 06:10:00,"7,604","4,45","3,155"
2025-03-23 06:05:00,"8,782","4,469","4,313"
2025-03-23 06:00:00,"10,691","4,52","6,17"
2025-03-23 05:55:00,"9,494","4,52","4,973"
2025-03-23 05:50:00,"8,578","4,517","4,061"
2025-03-23 05:45:00,"9,012","4,511","4,502"
2025-03-23 05:40:00,"7,447","4,518","2,929"
2025-03-23 05:35:00,"7,419","4,502","2,916"
2025-03-23 05:30:00,"8,39","4,516","3,874"
2025-03-23 05:25:00,"8,771","4,512","4,26"
2025-03-23 05:20:00,"8,269","4,511","3,757"
2025-03-23 05:15:00,"7,498","4,536","2,96"
2025-03-23 05:10:00,"8,023","4,472","3,551"
2025-03-23 05:05:00,"8,482","4,44","4,04"
2025-03-23 05:00:00,"8,88","4,454","4,424"
2025-03-23 04:55:00,"7,687","4,457","3,23"
2025-03-23 04:50:00,"7,369","4,451","2,918"
2025-03-23 04:45:00,"8,185","4,439","3,746"
2025-03-23 04:40:00,"8,465","4,457","4,008"
2025-03-23 04:35:00,"8,537","4,453","4,082"
2025-03-23 04:30:00,"8,583","4,45","4,133"
2025-03-23 04:25:00,"7,451","4,486","2,966"
2025-03-23 04:20:00,"7,73","4,517","3,212"
2025-03-23 04:15:00,"8,663","4,517","4,146"
2025-03-23 04:10:00,"8,592","4,523","4,07"
2025-03-23 04:05:00,"8,65","4,538","4,111"
2025-03-23 04:00:00,"7,439","4,522","2,918"
2025-03-23 03:55:00,"7,664","4,52","3,144"
2025-03-23 03:50:00,"8,653","4,522","4,132"
2025-03-23 03:45:00,"8,988","4,537","4,451"
2025-03-23 03:40:00,"8,039","4,534","3,505"
2025-03-23 03:35:00,"7,499","4,531","2,966"
2025-03-23 03:30:00,"8,069","4,465","3,604"
2025-03-23 03:25:00,"8,609","4,463","4,147"
2025-03-23 03:20:00,"8,75","4,453","4,297"
2025-03-23 03:15:00,"7,374","4,457","2,917"
2025-03-23 03:10:00,"7,366","4,451","2,917"
2025-03-23 03:05:00,"8,636","4,456","4,181"
2025-03-23 03:00:00,"8,934","4,483","4,452"
2025-03-23 02:55:00,"8,194","4,45","3,744"
2025-03-23 02:50:00,"7,416","4,451","2,964"
2025-03-23 02:45:00,"7,778","4,475","3,301"
2025-03-23 02:40:00,"8,845","4,517","4,33"
2025-03-23 02:35:00,"8,736","4,517","4,219"
2025-03-23 02:30:00,"7,424","4,499","2,924"
2025-03-23 02:25:00,"7,444","4,514","2,929"
2025-03-23 02:20:00,"8,62","4,501","4,118"
2025-03-23 02:15:00,"8,857","4,513","4,344"
2025-03-23 02:10:00,"8,161","4,51","3,65"
2025-03-23 02:05:00,"7,46","4,5","2,959"
2025-03-23 02:00:00,"8,177","4,519","3,658"
2025-03-23 01:55:00,"8,607","4,544","4,062"
2025-03-23 01:50:00,"8,861","4,46","4,399"
2025-03-23 01:45:00,"7,804","4,447","3,356"
2025-03-23 01:40:00,"7,365","4,452","2,914"
2025-03-23 01:35:00,"8,156","4,454","3,701"
2025-03-23 01:30:00,"8,5","4,471","4,028"
2025-03-23 01:25:00,"9,001","4,481","4,52"
2025-03-23 01:20:00,"7,975","4,478","3,497"
2025-03-23 01:15:00,"7,435","4,472","2,963"
2025-03-23 01:10:00,"8,028","4,475","3,553"
2025-03-23 01:05:00,"8,682","4,508","4,175"
2025-03-23 01:00:00,"9,044","4,537","4,505"
2025-03-23 00:55:00,"7,473","4,544","2,929"
2025-03-23 00:50:00,"7,466","4,544","2,922"
2025-03-23 00:45:00,"8,455","4,565","3,89"
2025-03-23 00:40:00,"8,963","4,529","4,434"
2025-03-23 00:35:00,"8,434","4,546","3,888"
2025-03-23 00:30:00,"7,507","4,524","2,984"
2025-03-23 00:25:00,"7,754","4,538","3,215"
2025-03-23 00:20:00,"8,776","4,535","4,242"
2025-03-23 00:15:00,"9,083","4,526","4,556"
2025-03-23 00:10:00,"7,675","4,48","3,196"
2025-03-23 00:05:00,"7,398","4,474","2,926"
2025-03-23 00:00:00,"8,064","4,463","3,601"
2025-03-22 23:55:00,"8,493","4,475","4,019"
2025-03-22 23:50:00,"8,737","4,466","4,272"
2025-03-22 23:45:00,"7,434","4,465","2,97"
2025-03-22 23:40:00,"7,466","4,498","2,97"
2025-03-22 23:35:00,"8,688","4,459","4,228"
2025-03-22 23:30:00,"8,531","4,458","4,073"
2025-03-22 23:25:00,"9,047","4,501","4,546"
2025-03-22 23:20:00,"7,615","4,522","3,094"
2025-03-22 23:15:00,"7,435","4,512","2,923"
2025-03-22 23:10:00,"8,126","4,512","3,613"
2025-03-22 23:05:00,"8,618","4,51","4,11"
2025-03-22 23:00:00,"9,047","4,53","4,519"
2025-03-22 22:55:00,"8,177","4,552","3,626"
2025-03-22 22:50:00,"7,51","4,538","2,971"
2025-03-22 22:45:00,"7,785","4,553","3,233"
2025-03-22 22:40:00,"8,723","4,552","4,17"
2025-03-22 22:35:00,"8,983","4,564","4,421"
2025-03-22 22:30:00,"7,841","4,483","3,356"
2025-03-22 22:25:00,"7,393","4,472","2,92"
2025-03-22 22:20:00,"7,743","4,456","3,287"
2025-03-22 22:15:00,"8,55","4,469","4,08"
2025-03-22 22:10:00,"8,537","4,464","4,073"
2025-03-22 22:05:00,"8,535","4,446","4,088"
2025-03-22 22:00:00,"8,305","4,463","3,842"
2025-03-22 21:55:00,"7,428","4,452","2,977"
2025-03-22 21:50:00,"7,376","4,444","2,933"
2025-03-22 21:45:00,"7,396","4,475","2,922"
2025-03-22 21:40:00,"7,43","4,507","2,924"
2025-03-22 21:35:00,"10,757","4,498","6,259"
2025-03-22 21:30:00,"10,469","4,519","5,95"
2025-03-22 21:25:00,"9,143","4,512","4,631"
2025-03-22 21:20:00,"8,705","4,501","4,205"
2025-03-22 21:15:00,"8,558","4,505","4,052"
2025-03-22 21:10:00,"7,477","4,512","2,965"
2025-03-22 21:05:00,"7,708","4,531","3,178"
2025-03-22 21:00:00,"8,643","4,52","4,122"
2025-03-22 20:55:00,"8,579","4,529","4,051"
2025-03-22 20:50:00,"8,726","4,456","4,271"
2025-03-22 20:45:00,"8,579","4,442","4,136"
2025-03-22 20:40:00,"7,421","4,452","2,968"
2025-03-22 20:35:00,"7,437","4,464","2,974"
2025-03-22 20:30:00,"8,642","4,453","4,188"
2025-03-22 20:25:00,"9,171","4,463","4,71"
2025-03-22 20:20:00,"8,13","4,48","3,65"
2025-03-22 20:15:00,"7,38","4,441","2,938"
2025-03-22 20:10:00,"7,715","4,451","3,264"
2025-03-22 20:05:00,"8,681","4,49","4,192"
2025-03-22 20:00:00,"8,975","4,507","4,468"
2025-03-22 19:55:00,"7,905","4,493","3,412"
2025-03-22 19:50:00,"7,479","4,5","2,978"
2025-03-22 19:45:00,"8,228","4,498","3,731"
2025-03-22 19:40:00,"8,59","4,498","4,092"
2025-03-22 19:35:00,"8,601","4,487","4,114"
2025-03-22 19:30:00,"8,95","4,498","4,452"
2025-03-22 19:25:00,"7,482","4,487","2,995"
2025-03-22 19:20:00,"7,491","4,492","3,001"
2025-03-22 19:15:00,"8,763","4,526","4,236"
2025-03-22 19:10:00,"8,524","4,453","4,07"
2025-03-22 19:05:00,"8,673","4,415","4,258"
2025-03-22 19:00:00,"8,862","4,421","4,441"
2025-03-22 18:55:00,"7,525","4,43","3,095"
2025-03-22 18:50:00,"7,488","4,397","3,091"
2025-03-22 18:45:00,"8,702","4,396","4,306"
2025-03-22 18:40:00,"8,488","4,409","4,08"
2025-03-22 18:35:00,"8,779","4,405","4,373"
2025-03-22 18:30:00,"8,214","4,4","3,814"
2025-03-22 18:25:00,"7,404","4,435","2,97"
2025-03-22 18:20:00,"7,89","4,47","3,421"
2025-03-22 18:15:00,"8,537","4,487","4,051"
2025-03-22 18:10:00,"8,567","4,51","4,058"
2025-03-22 18:05:00,"10,257","5,578","4,679"
2025-03-22 18:00:00,"12,083","8,947","3,133"
2025-03-22 17:55:00,"12,039","9,082","2,958"
2025-03-22 17:50:00,"12,492","8,7","3,792"
2025-03-22 17:45:00,"12,643","8,584","4,06"
2025-03-22 17:40:00,"12,629","8,569","4,06"
2025-03-22 17:35:00,"13,292","8,578","4,712"
2025-03-22 17:30:00,"11,493","8,572","2,922"
2025-03-22 17:25:00,"11,497","8,594","2,903"
2025-03-22 17:20:00,"12,609","8,602","4,007"
2025-03-22 17:15:00,"12,676","8,602","4,074"
2025-03-22 17:10:00,"12,985","8,538","4,448"
2025-03-22 17:05:00,"12,469","8,549","3,919"
2025-03-22 17:00:00,"11,53","8,579","2,95"
2025-03-22 16:55:00,"12,006","8,586","3,421"
2025-03-22 16:50:00,"12,669","8,5","4,169"
2025-03-22 16:45:00,"13,903","8,546","5,357"
2025-03-22 16:40:00,"15,567","8,629","6,937"
2025-03-22 16:35:00,"15,266","8,634","6,631"
2025-03-22 16:30:00,"13,745","8,783","4,962"
2025-03-22 16:25:00,"13,722","8,642","5,081"
2025-03-22 16:20:00,"14,915","8,845","6,07"
2025-03-22 16:15:00,"14,889","8,704","6,185"
2025-03-22 16:10:00,"14,895","8,705","6,19"
2025-03-22 16:05:00,"14,98","8,699","6,28"
2025-03-22 16:00:00,"14,965","8,71","6,256"
2025-03-22 15:55:00,"13,908","8,874","5,034"
2025-03-22 15:50:00,"13,741","8,714","5,028"
2025-03-22 15:45:00,"15,006","8,706","6,301"
2025-03-22 15:40:00,"16,787","8,885","7,901"
2025-03-22 15:35:00,"16,653","8,741","7,91"
2025-03-22 15:30:00,"16,744","8,752","7,993"
2025-03-22 15:25:00,"15,928","8,84","7,088"
2025-03-22 15:20:00,"15,566","8,947","6,617"
2025-03-22 15:15:00,"15,877","8,845","7,032"
2025-03-22 15:10:00,"16,672","8,906","7,765"
2025-03-22 15:05:00,"16,863","8,861","8,003"
2025-03-22 15:00:00,"17,17","8,93","8,239"
2025-03-22 14:55:00,"16,428","8,69","7,738"
2025-03-22 14:50:00,"16,121","8,845","7,274"
2025-03-22 14:45:00,"16,221","8,986","7,235"
2025-03-22 14:40:00,"17,366","9,366","7,999"
2025-03-22 14:35:00,"19,861","8,904","10,957"
2025-03-22 14:30:00,"18,207","8,863","9,343"
2025-03-22 14:25:00,"18,195","8,966","9,229"
2025-03-22 14:20:00,"17,592","9,245","8,348"
2025-03-22 14:15:00,"16,319","9,116","7,202"
2025-03-22 14:10:00,"17,359","9,814","7,546"
2025-03-22 14:05:00,"18,484","9,636","8,848"
2025-03-22 14:00:00,"18,297","9,134","9,163"
2025-03-22 13:55:00,"19,194","9,986","9,209"
2025-03-22 13:50:00,"17,765","10,037","7,729"
2025-03-22 13:45:00,"17,622","9,926","7,697"
2025-03-22 13:40:00,"17,947","10,259","7,688"
2025-03-22 13:35:00,"18,02","10,18","7,841"
2025-03-22 13:30:00,"19,27","10,196","9,074"
2025-03-22 13:25:00,"19,471","10,205","9,264"
2025-03-22 13:20:00,"18,386","10,171","8,213"
2025-03-22 13:15:00,"19,084","10,188","8,896"
2025-03-22 13:10:00,"19,269","9,332","9,936"
2025-03-22 13:05:00,"17,924","9,173","8,75"
2025-03-22 13:00:00,"17,556","9,334","8,224"
