Date,Consumption [kW],MCB 1102 [kW],MCB 1202 [kW],MCB 1201 [kW],MCB 1101 [kW],DKS PD / PTP  17 Fl [kW],MCB 1601 [kW],ECB 1801 150A [kW],ECB 1901 [kW],MCB 1401 [kW],MCB 1501 [kW],ECB 225 -  21F [kW],ECB 20F [kW],MCB 802 [kW],MCB 801 [kW],MCB 701 [kW],MCB 702 [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-04 07:50:00,0,"0,005","0,001","0,001","0,001","2,867","3,461","10,339","10,412","6,466","15,536","10,322","20,234","10,758","1,829","4,5","9,341","11,141","10,458","9,788"
2025-07-04 07:45:00,0,"0,005","0,001","0,001","0,001","2,87","3,245","10,435","10,228","5,734","15,194","10,282","22,085","10,742","2,116","4,424","9,299","11,093","10,816","9,863"
2025-07-04 07:40:00,0,"0,005","0,001","0,001","0,001","2,869","3,265","10,364","9,785","5,766","15,036","11,282","20,824","11,12","1,642","4,397","8,042","11,044","10,6","9,679"
2025-07-04 07:35:00,0,"0,005","0,001","0,001","0,001","2,879","3,178","10,367","9,476","6,004","15,532","10,884","20,719","10,675","1,56","4,319","8,359","11,023","10,828","9,395"
2025-07-04 07:25:00,0,"0,005","0,001","0,001","0,001","2,897","3,131","10,405","10,909","5,779","14,974","9,812","20,215","9,383","1,514","4,261","8,198","10,576","10,288","9,787"
2025-07-04 07:20:00,0,"0,005","0,001","0,001","0,001","2,893","3,128","10,333","11,341","5,418","15,584","10,124","18,16","9,128","1,375","4,188","7,439","11,094","10,175","9,635"
2025-07-04 07:15:00,0,"0,005","0,001","0,001","0,001","2,894","3,168","10,697","9,854","5,189","15,754","9,832","22,165","9,02","1,286","3,6","7,332","11,623","10,756","9,389"
2025-07-04 07:10:00,0,"0,005","0,001","0,001","0,001","2,894","3,138","10,423","9,818","4,175","15,474","10,415","22,396","8,615","1,276","3,626","7,271","11,226","10,645","9,653"
2025-07-04 07:05:00,0,"0,005","0,001","0,001","0,001","2,9","3,19","10,481","9,893","4,2","15,317","10,078","20,933","8,645","1,308","4,223","7,816","10,252","11,05","9,33"
2025-07-04 07:00:00,0,"0,005","0,001","0,001","0,001","2,828","3,215","10,556","10,566","4,157","15,468","9,394","19,074","8,707","1,3","3,646","8,804","10,769","10,933","10,114"
2025-07-04 06:55:00,0,"0,005","0,001","0,001","0,001","2,801","3,275","10,522","11,498","3,99","15,784","9,426","21,347","8,326","1,307","3,966","8,627","10,176","11,177","9,718"
2025-07-04 06:50:00,0,"0,005","0,001","0,001","0,001","2,827","3,368","10,748","11,857","3,532","15,538","10,087","18,062","8,294","1,301","3,871","6,276","10,574","11,262","10,726"
2025-07-04 06:45:00,0,"0,005","0,001","0,001","0,001","2,827","1,759","10,38","12,234","3,24","15,138","9,187","18,013","7,784","1,302","3,774","4,538","11,912","10,547","10,309"
2025-07-04 06:40:00,0,"0,005","0,001","0,001","0,001","2,822","1,841","10,291","11,782","3,274","14,892","9,238","19,806","7,165","1,212","3,814","3,467","11,473","10,47","9,586"
2025-07-04 06:35:00,0,"0,005","0,001","0,001","0,001","2,634","1,975","10,302","9,751","3,2","14,9","8,995","22,408","7,205","1,12","3,769","2,713","10,624","9,781","9,45"
2025-07-04 06:30:00,0,"0,005","0,001","0,001","0,001","2,648","1,652","10,435","9,742","3,122","14,624","8,704","17,89","7,78","1,102","3,688","2,731","10,798","10,974","9,209"
2025-07-04 06:25:00,0,"0,005","0,001","0,001","0,001","1,981","1,667","10,441","9,512","2,996","14,862","8,825","18,85","7,828","1,105","3,667","2,412","10,828","10,289","9,598"
2025-07-04 06:20:00,0,"0,005","0,001","0,001","0,001","1,424","1,604","10,535","8,594","2,929","14,573","8,747","19,662","7,747","1,102","3,934","2,154","10,168","10,469","9,413"
2025-07-04 06:15:00,0,"0,005","0,001","0,001","0,001","1,417","1,736","10,505","7,819","2,774","14,803","9,142","16,67","5,291","1,092","3,622","1,878","10,18","10,181","9,37"
2025-07-04 06:10:00,0,"0,005","0,001","0,001","0,001","1,411","1,675","10,375","7,778","2,795","14,875","8,714","17,711","2,905","1,088","3,653","1,654","10,474","11,104","9,251"
2025-07-04 06:05:00,0,"0,005","0,001","0,001","0,001","1,411","1,654","10,441","9,983","2,846","15,07","8,06","21,186","2,122","1,097","3,653","1,673","9,973","9,931","9,432"
2025-07-04 06:00:00,0,"0,005","0,001","0,001","0,001","1,412","1,662","10,484","8,987","2,911","13,313","8,392","19,129","2,338","1,129","3,736","1,717","9,62","9,695","8,878"
2025-07-04 05:55:00,0,"0,005","0,001","0,001","0,001","1,426","1,676","10,789","7,258","2,936","11,875","8,419","16,808","2,524","1,132","3,788","1,709","9,714","10,818","8,91"
2025-07-04 05:50:00,0,"0,005","0,001","0,001","0,001","1,438","1,74","10,956","7,327","2,669","11,983","8,551","18,584","2,393","1,12","3,766","1,95","9,767","9,854","8,329"
2025-07-04 05:45:00,0,"0,005","0,001","0,001","0,001","1,594","1,684","10,94","9,136","2,694","12,437","7,873","15,006","2,35","1,178","3,841","2,346","10,537","9,781","8,255"
2025-07-04 05:40:00,0,"0,005","0,001","0,001","0,001","2,627","1,655","10,955","9,853","2,922","12,191","7,963","15,998","2,27","1,651","3,745","2,575","10,115","10,249","8,261"
2025-07-04 05:35:00,0,"0,005","0,001","0,001","0,001","2,628","1,666","10,77","6,619","2,753","11,732","7,73","20,148","1,918","1,122","3,664","2,765","10,181","10,196","8,49"
2025-07-04 05:30:00,0,"0,005","0,001","0,001","0,001","2,629","1,668","10,972","2,891","2,924","11,815","6,311","16,255","2,077","1,091","3,745","2,764","10,175","10,12","8,759"
2025-07-04 05:25:00,0,"0,005","0,001","0,001","0,001","2,628","1,678","11,06","3,168","2,864","11,975","6,062","15,5","1,964","1,094","3,75","2,504","9,986","9,984","8,377"
2025-07-04 05:20:00,0,"0,005","0,001","0,001","0,001","2,628","1,777","11,267","4,222","3,072","12,095","6,103","14,357","1,883","1,092","3,767","2,143","10,53","9,734",8
2025-07-04 05:15:00,0,"0,005","0,001","0,001","0,001","2,628","1,613","11,732","4,59","2,844","12,019","5,966","15,637","1,9","1,098","3,98","1,883","10,631","9,86","7,936"
2025-07-04 05:10:00,0,"0,005","0,001","0,001","0,001","2,628","1,585","11,452","2,97","2,887","11,831","6,076","18,418","1,852","1,096","3,98","1,724","10,654","10,29","7,903"
2025-07-04 05:05:00,0,"0,005","0,001","0,001","0,001","2,63","1,171","11,772","2,932","2,551","12,007","6,212","18,354","1,85","1,092","3,817","1,645","10,318","10,316","7,966"
2025-07-04 05:00:00,0,"0,005","0,001","0,001","0,001","2,632","1,231","12,047","3,844","2,376","12,038","5,849","18,44","2,13","1,093","3,817","1,789","12,362","9,925","7,921"
2025-07-04 04:55:00,0,"0,005","0,001","0,001","0,001","2,632","1,273","12,197","4,076","2,22","11,96","6,092","11,458","1,924","1,1","3,808","1,751","12,536","10,136","8,1"
2025-07-04 04:50:00,0,"0,005","0,001","0,001","0,001","2,63","1,278","12,03","4,499","2,177","11,995","6,012","7,882","1,957","1,116","3,857","1,89","12,403","9,907","8,035"
2025-07-04 04:45:00,0,"0,005","0,001","0,001","0,001","2,629","1,228","11,92","3,371","2,1","11,933","6,24","9,071","1,996","1,144","4,051","2,197","11,975","9,574","7,895"
2025-07-04 04:40:00,0,"0,005","0,001","0,001","0,001","2,63","1,283","12,133","2,933","2,2","12,175","5,741","8,155","1,855","1,154","4,1","2,639","12,206","9,311","7,616"
2025-07-04 04:35:00,0,"0,005","0,001","0,001","0,001","2,628","1,241","12,056","3,637","2,062","12,34","5,813","5,964","1,87","1,175","4,172","2,665","12,75","9,916","8,021"
2025-07-04 04:30:00,0,"0,005","0,001","0,001","0,001","2,633","1,214","12,085","3,99","2,083","12,143","5,909","8,666","2,082","1,201","3,881","2,818","12,48","10,265","8,027"
2025-07-04 04:25:00,0,"0,005","0,001","0,001","0,001","2,633","1,336","12,226","4,18","2,12","11,947","5,833","8,54","1,88","1,172","3,786","2,795","10,324","9,967","7,872"
2025-07-04 04:20:00,0,"0,005","0,001","0,001","0,001","2,632","1,202","12,264","4,033","2,275","11,755","5,845","8,712","1,957","1,112","3,835","2,407","10,034","10,003","7,844"
2025-07-04 04:15:00,0,"0,005","0,001","0,001","0,001","2,63","1,186","12,533","2,989","2,221","12,252","5,628","5,539","1,997","1,096","4,057","2,219","10,446","10,013","7,804"
2025-07-04 04:10:00,0,"0,005","0,001","0,001","0,001","2,628","1,199","13,398","3,247","2,089","12,094","5,725","5,293","1,94","1,104","4,313","1,88","10,034","10,44","8,023"
2025-07-04 04:05:00,0,"0,005","0,001","0,001","0,001","2,628","1,157","12,66","4,031","2,15","11,827","5,728","7,208","2,093","1,098","4,014","1,691","10,073","9,994","8,188"
2025-07-04 04:00:00,0,"0,005","0,001","0,001","0,001","2,795","1,138","12,653","4,553","2,62","11,791","5,909","5,434","1,885","1,142","3,836","1,679","10,068","9,851","8,182"
2025-07-04 03:55:00,0,"0,005","0,001","0,001","0,001","2,887","1,222","12,624","3,246","2,258","11,837","6,068","7,082","1,874","1,133","3,842","1,703","9,892","10,103","8,023"
2025-07-04 03:50:00,0,"0,005","0,001","0,001","0,001","2,888","1,199","12,647","2,924","2,197","12,156","6,565","10,45","1,908","1,15","3,89","1,874","10,307","10,567","8,038"
2025-07-04 03:45:00,0,"0,005","0,001","0,001","0,001","2,888","1,249","12,598","3,664","2,323","12,234","6,778","5,669","1,993","1,164","4,054","2,167","10,27","10,266","8,26"
2025-07-04 03:40:00,0,"0,005","0,001","0,001","0,001","2,887","1,218","12,758","4,084","2,153","12,1","6,874","6,612","1,993","1,22","4,07","2,383","10,026","10,36","8,29"
2025-07-04 03:35:00,0,"0,005","0,001","0,001","0,001","2,888","1,222","12,57","4,136","2,18","11,788","6,944","5,482","2,24","1,688","4,195","2,801","9,844","10,016","8,442"
2025-07-04 03:25:00,0,"0,005","0,001","0,001","0,001","2,875","1,319","12,595","2,932","2,292","12,114","6,994","7,246","1,859","1,253","3,97","2,773","9,46","10,009","8,274"
2025-07-04 03:20:00,0,"0,005","0,001","0,001","0,001","2,875","1,357","12,817","2,944","2,188","12,088","6,994","6,772","1,876","1,255","4,316","2,68","10,462","10,159","8,276"
2025-07-04 03:15:00,0,"0,005","0,001","0,001","0,001","2,875","1,32","13,105","4,086","2,149","12,188","6,776","9,353","1,916","1,259","4,678","2,37","10,255","10,373","8,381"
2025-07-04 03:10:00,0,"0,005","0,001","0,001","0,001","2,884","1,266","13,49","4,297","2,267","11,953","6,648","6,602","2,086","1,252","4,171","2,159","10,542","10,249","8,339"
2025-07-04 03:05:00,0,"0,005","0,001","0,001","0,001","2,885","1,325","13,386","3,88","2,171","12,1","6,812","5,508","1,922","1,246","4,318","1,825","10,504","10,027","8,161"
2025-07-04 03:00:00,0,"0,005","0,001","0,001","0,001","2,885","1,368","13,145","2,887","2,078","11,962","6,776","7,43","1,924","1,237","4,174","1,663","10,751","10,104","8,272"
2025-07-04 02:55:00,0,"0,005","0,001","0,001","0,001","2,885","1,384","13,032","3,552","2,346","12,15","6,99","5,479","1,921","1,2","4,128","1,714","10,334","10,19","8,33"
2025-07-04 02:50:00,0,"0,005","0,001","0,001","0,001","2,886","1,313","12,79","4,036","2,047","11,999","6,68","5,627","1,882","1,198","4,123","1,744","10,568","10,046","8,11"
2025-07-04 02:45:00,0,"0,005","0,001","0,001","0,001","2,886","1,319","12,761","4,231","2,287","11,783","6,714","7,604","1,985","1,204","4,208","1,922","10,436","9,936","8,317"
2025-07-04 02:40:00,0,"0,005","0,001","0,001","0,001","2,892","1,363","12,751","4,003","2,162","12,191","6,786","8,695","1,998","1,195","4,079","2,201","10,084","10,123","8,418"
2025-07-04 02:35:00,0,"0,005","0,001","0,001","0,001","2,893","1,361","13,254","2,936","2,056","11,987","6,751","8,923","1,882","1,177","4,243","2,46","10,212","10,138","8,389"
2025-07-04 02:30:00,0,"0,005","0,001","0,001","0,001","2,893","1,444","13,816","3,024","2,063","12,085","6,948","5,63","1,951","1,177","4,051","2,698","9,829","10,192","8,435"
2025-07-04 02:25:00,0,"0,005","0,001","0,001","0,001","2,894","1,326","13,709","4,297","2,244","11,825","6,835","5,408","1,925","1,175","4,109","2,761","10,42","10,01","8,003"
2025-07-04 02:20:00,0,"0,005","0,001","0,001","0,001","2,897","1,336","13,642","4,435","2,014","11,942","6,842","6,266","1,939","1,175","4,08","2,785","10,265","10,163","8,262"
2025-07-04 02:15:00,0,"0,005","0,001","0,001","0,001","2,896","1,423","13,8","3,442","2,068","11,886","6,709","5,446","2,17","1,174","4,124","2,423","10,51","9,666","8,214"
2025-07-04 02:10:00,0,"0,005","0,001","0,001","0,001","2,898","1,358","13,91","2,897","2,148","11,958","6,847","8,929","1,853","1,174","4,201","2,082","10,739","10,327","8,062"
2025-07-04 02:05:00,0,"0,005","0,001","0,001","0,001","2,881","1,38","13,566","3,254","2,304","12,019","6,611","9,919","1,853","1,16","4,21","1,874","10,11","10,3","7,976"
2025-07-04 02:00:00,0,"0,005","0,001","0,001","0,001","2,874","1,375","13,709","4,117","2,23","11,945","7,026","5,429","1,855","1,141","4,136","1,784","10,169","10,26","8,003"
2025-07-04 01:55:00,0,"0,005","0,001","0,001","0,001","2,875","1,345","13,68","4,35","2,168","12,462","6,811","6,24","1,884","1,145","4,063","1,717","10,085","9,946","7,999"
2025-07-04 01:50:00,0,"0,005","0,001","0,001","0,001","2,875","1,326","14,124","3,354","2,1","11,951","7,058","5,422","2,153","1,121","4,103","1,708","10,223","10,571","8,202"
2025-07-04 01:45:00,0,"0,005","0,001","0,001","0,001","2,876","1,306","13,66","2,971","2,255","11,717","7,195","5,556","2,018","1,104","4,09","1,874","10,006","10,524","8,34"
2025-07-04 01:40:00,0,"0,005","0,001","0,001","0,001","2,876","1,356","13,655","2,98","2,225","11,957","7,194","6,896","1,934","1,106","4,358","2,062","10,34","9,976","8,078"
2025-07-04 01:35:00,0,"0,005","0,001","0,001","0,001","2,875","1,388","13,643","2,902","2,158","11,888","6,866","6,806","1,877","1,087","4,708","2,371","10,271","10,103","8,018"
2025-07-04 01:30:00,0,"0,005","0,001","0,001","0,001","2,875","1,354","13,406","3,13","2,105","12,118","6,971","10,051","1,884","1,681","4,195","2,711","10,652","10,235","8,098"
2025-07-04 01:25:00,0,"0,005","0,001","0,001","0,001","2,875","1,352","13,256","6,742","2,191","12,076","6,89","5,812","1,934","1,255","4,109","2,806","11,22","10,159","8,176"
2025-07-04 01:20:00,0,"0,005","0,001","0,001","0,001","2,875","1,33","13,183","6,097","2,146","11,893","6,941","5,47","2,072","1,176","4,129","2,768","9,076","8,899","7,602"
2025-07-04 01:15:00,0,"0,005","0,001","0,001","0,001","2,875","1,38","13,439","4,613","2,141","12,109","7,537","7,255","2,016","1,174","4,25","2,822","10,28","9,967","8,423"
2025-07-04 01:10:00,0,"0,005","0,001","0,001","0,001","2,875","1,309","13,55","4,468","2,148","12,668","6,964","5,47","1,956","1,171","4,405","2,737","10,054","10,578","8,604"
2025-07-04 01:05:00,0,"0,005","0,001","0,001","0,001","2,875","1,368","13,439","3,865","2,279","13,688","7,024","6,047","1,949","1,168","4,202","2,378","10,216","9,958","8,76"
2025-07-04 01:00:00,0,"0,005","0,001","0,001","0,001","2,874","1,333","14,152","2,982","2,435","13,388","7,232","7,511","1,924","1,152","4,358","2,045","10,255","9,895","8,46"
2025-07-04 00:55:00,0,"0,005","0,001","0,001","0,001","2,875","1,315","13,237","2,974","2,785","13,639","6,845","8,627","2,084","1,153","4,456","1,919","10,07","10,093","8,984"
2025-07-04 00:50:00,0,"0,005","0,001","0,001","0,001","2,873","1,366","12,606","4,063","3,348","13,676","7,163","8,591","1,873","1,144","4,664","1,74","10,321","10,282","9,054"
2025-07-04 00:45:00,0,"0,005","0,001","0,001","0,001","2,875","1,336","12,508","4,247","3,516","14,492","7,416","5,357","1,957","1,13","4,744","1,756","10,471","9,936","8,562"
2025-07-04 00:40:00,0,"0,005","0,001","0,001","0,001","2,876","1,42","12,539","3,875","3,349","14,356","7,021","5,324","1,882","1,07","4,801","1,812","10,786","10,086","8,855"
2025-07-04 00:35:00,0,"0,005","0,001","0,001","0,001","2,873","1,308","12,946","2,958","3,497","13,578","6,953","6,133","1,966","1,123","4,896","4,89","10,29","9,917","8,663"
2025-07-04 00:30:00,0,"0,005","0,001","0,001","0,001","2,875","1,325","12,457","3,409","3,494","13,538","6,942","5,791","2,077","1,152","4,816","6,352","11,269","9,996","9,239"
2025-07-04 00:25:00,0,"0,005","0,001","0,001","0,001","2,875","1,397","12,509","4,042","3,701","13,669","6,947","10,087","2,063","1,145","4,782","6,721","11,144","10,075","9,418"
2025-07-04 00:20:00,0,"0,005","0,001","0,001","0,001","2,875","1,338","12,593","4,334","3,436","13,679","7,03","8,171","1,967","1,123","4,787","7,454","10,885","10,122","9,077"
2025-07-04 00:15:00,0,"0,005","0,001","0,001","0,001","2,878","1,393","12,683","3,824","3,552","13,53","7,348","5,744","1,972","1,128","4,898","7,097","10,282","9,93","8,918"
2025-07-04 00:10:00,0,"0,005","0,001","0,001","0,001","2,879","1,315","12,784","2,97","3,451","13,724","7,345","6,301","1,876","1,144","4,919","7,408","11,194","10,248","8,732"
2025-07-04 00:05:00,0,"0,005","0,001","0,001","0,001","2,879","0,922","13,018","3,292","3,637","13,993","7,103","5,509","1,876","1,128","5,132","7,19","11,141","10,12","8,747"
2025-07-04 00:00:00,0,"0,005","0,001","0,001","0,001","2,876","1,241","13,072","3,992","3,557","13,76","7,409","6,146","2,134","1,124","4,968","6,978","11,339","10,367","8,741"
2025-07-03 23:55:00,0,"0,005","0,001","0,001","0,001","2,878","1,411","13,382","4,518","3,799","13,596","7,307","6,626","1,967","1,124","5,327","6,691","10,828","10,038","8,614"
2025-07-03 23:50:00,0,"0,005","0,001","0,001","0,001","2,885","1,405","13,471","3,229","3,936","13,595","7,127",8,"1,972","1,114","5,057","6,551","10,456","10,201","8,72"
2025-07-03 23:45:00,0,"0,005","0,001","0,001","0,001","2,885","1,336","13,651","2,918","4,008","14,468","7,332","9,084","2,048","1,076","5,197","6,403","10,687","10,23","8,714"
2025-07-03 23:40:00,0,"0,005","0,001","0,001","0,001","2,886","1,37","13,42","3,698","3,947","14,496","7,406","5,378","1,932","1,039","5,242","6,124","10,192","10,354","8,472"
2025-07-03 23:35:00,0,"0,005","0,001","0,001","0,001","2,879","1,469","13,513","4,136","3,974","14,597","7,418","5,562","2,008","1,07","5,441","6,034","10,394","10,33","8,762"
2025-07-03 23:25:00,0,"0,005","0,001","0,001","0,001","2,879","1,404","14,396","2,96","4,228","14,182","7,121","5,434","1,894","1,562","5,14","6,692","10,231","10,253","8,639"
2025-07-03 23:20:00,0,"0,005","0,001","0,001","0,001","2,876","1,337","14,323","2,95","4,417","14,357","7,092","6,272","1,925","1,234","5,197","6,516","10,182","10,205","8,669"
2025-07-03 23:15:00,0,"0,005","0,001","0,001","0,001","2,876","1,342","14,412","3,852","4,555","14,588","7,29","7,549","2,104","1,115","5,621","7,009","10,172","10,051","9,077"
2025-07-03 23:10:00,0,"0,005","0,001","0,001","0,001","2,878","1,412","14,447","4,418","4,65","14,518","8,021","8,465","2,035","1,135","6,044","7,19","10,9","10,098","8,78"
2025-07-03 23:05:00,0,"0,005","0,001","0,001","0,001","2,876","1,33","14,423","4,106","4,525","14,216","7,386","7,68","2,183","1,122","6,19","7,171","10,255","9,889","8,708"
2025-07-03 23:00:00,0,"0,005","0,001","0,001","0,001","2,875","1,373","14,191","2,896","4,416","15,258","7,278","5,489","1,904","1,114","6,218","7,171","10,375","10,234","8,962"
2025-07-03 22:55:00,0,"0,005","0,001","0,001","0,001","2,875","1,362","14,575","2,93","4,618","15,581","7,144","5,948","1,874","1,085","6,698","7,111","10,757","10,109","8,902"
2025-07-03 22:50:00,0,"0,005","0,001","0,001","0,001","2,874","1,336","13,818","4,189","5,07","14,65","7,042","6,071","1,908","1,134","6,401","7,312","10,475","9,875","9,029"
2025-07-03 22:45:00,0,"0,005","0,001","0,001","0,001","2,873","1,358","14,222","4,452","5,126","14,22","7,021","5,477","1,921","1,128","6,367","7,19","10,435","10,126","8,576"
2025-07-03 22:40:00,0,"0,005","0,001","0,001","0,001","2,873","1,338","14,394","3,514","4,969","14,414","7,518","10,499","2,074","1,152","6,532","7,386","10,321","10,694","8,615"
2025-07-03 22:35:00,0,"0,005","0,001","0,001","0,001","2,874","1,354","14,68","2,933","4,938","15,236","7,33","8,669","2,078","1,144","6,347","7,43","10,3","9,889","8,79"
2025-07-03 22:30:00,0,"0,005","0,001","0,001","0,001","2,872","1,307","14,539","3,667","4,748","15,109","7,39","5,358","1,978","1,169","6,418","7,03","9,935","10,175","9,036"
2025-07-03 22:25:00,0,"0,005","0,001","0,001","0,001","2,875","1,337","15,355","4,027","5,029","14,736","7,064","6,415","1,981","1,138","6,416","7,32","9,955","10,099","8,665"
2025-07-03 22:20:00,0,"0,005","0,001","0,001","0,001","2,873","1,378","14,334","4,628","4,901","14,736","7,272","5,588","2,032","1,133","6,587","7,722","10,279","9,997","8,531"
2025-07-03 22:15:00,0,"0,005","0,001","0,001","0,001","2,872","1,319","14,42","2,96","4,945","14,838","7,111","6,578","2,194","1,093","6,695","7,705","10,448","9,668","8,546"
2025-07-03 22:10:00,0,"0,005","0,001","0,001","0,001","2,875","1,345","14,374","2,936","5,198","14,862","7,601","5,975","3,328","1,109","6,697","7,306","10,838","9,83","8,804"
2025-07-03 22:05:00,0,"0,005","0,001","0,001","0,001","2,878","1,279","14,401","3,893","5,459","14,999","7,294","6,647","3,847","1,208","6,706","7,556","10,87","9,94","8,72"
2025-07-03 22:00:00,0,"0,005","0,001","0,001","0,001","2,885","1,343","14,875","4,111","5,286","14,912","7,192","10,051","4,188","1,428","6,541","7,628","10,699","10,369","8,927"
2025-07-03 21:55:00,0,"0,005","0,001","0,001","0,001","2,944","1,384","14,977","4,399","5,251","14,731","7,127","6,34","4,284","1,409","6,708","7,544","9,692","8,946","8,323"
2025-07-03 21:50:00,0,"0,005","0,001","0,001","0,001","2,941","1,331","14,401","3,51","5,257","14,755","7,032","6,06","4,385","1,433","6,734","7,519","10,453","9,986","9,701"
2025-07-03 21:45:00,0,"0,005","0,001","0,001","0,001","2,945","1,352","14,414","2,933","5,659","15,3","7,162","6,745","4,429","1,547","6,868","7,29","11,792","9,817","9,143"
2025-07-03 21:40:00,0,"0,005","0,001","0,001","0,001","2,942","1,354","14,064","3,658","5,382","14,86","7,362","5,324","4,674","1,42","6,989","7,432","13,397","10,154","8,788"
2025-07-03 21:35:00,0,"0,005","0,001","0,001","0,001","2,942","1,364","14,407","4,022","5,574","14,935","7,535","6,184","4,362","1,41","7,704","7,375","13,624","10,002","9,006"
2025-07-03 21:30:00,0,"0,005","0,001","0,001","0,001","2,945","1,313","14,426","4,411","5,706","14,939","7,315","5,992","4,331","1,457","6,953","7,457","13,381","9,935","8,62"
2025-07-03 21:25:00,0,"0,005","0,001","0,001","0,001","2,947","1,316","13,94","3,641","6,324","15,377","7,208","8,411","4,645","1,436","7,15","7,358","13,307","10,019","8,702"
2025-07-03 21:20:00,0,"0,005","0,001","0,001","0,001","2,947","1,375","14,522","2,986","7,018","15,088","7,147","9,517","4,321","1,795","7,207","7,444","12,144","10,1","8,629"
2025-07-03 21:15:00,0,"0,005","0,001","0,001","0,001","2,946","1,345","14,497","3,539","7,044","15,035","7,256","5,425","4,296","1,729","7,349","7,49","11,21","10,748","8,672"
2025-07-03 21:10:00,0,"0,005","0,001","0,001","0,001","2,947","1,393","15,337","4,297","7,325","15,15","7,451","6,203","4,388","1,48","8,059","7,454","11,105","10,152","8,999"
2025-07-03 21:05:00,0,"0,005","0,001","0,001","0,001","2,947","1,381","14,909","4,513","7,183","15,206","7,525","5,986","4,242","1,542","7,314","7,38","10,446","9,809","8,981"
2025-07-03 21:00:00,0,"0,005","0,001","0,001","0,001","2,947","1,343","15,935","2,977","7,267","15,695","7,674","5,495","4,22","1,476","7,306","7,651","10,487","10,256","9,344"
2025-07-03 20:55:00,0,"0,005","0,001","0,001","0,001","2,946","1,373","15,065","2,97","7,519","16,133","8,336","11,963","4,248","1,542","7,768","7,535","10,742","10,075","8,73"
2025-07-03 20:50:00,0,"0,005","0,001","0,001","0,001","2,945","1,414","13,836","3,918","7,924","15,768","8,482","6,683","4,79","1,534","8,143","7,454","11,126","9,868","8,832"
2025-07-03 20:45:00,0,"0,005","0,001","0,001","0,001","2,944","1,362","13,351","4,373","7,639","15,836","8,28","5,687","5,088","1,612","8,083","7,494","10,607","9,862","8,862"
2025-07-03 20:40:00,0,"0,005","0,001","0,001","0,001","2,944","1,34","13,499","4,169","7,625","15,539","8,399","6,367","4,955","1,516","7,966","7,504","10,765","10,418","9,757"
2025-07-03 20:35:00,0,"0,005","0,001","0,001","0,001","2,944","1,384","13,192","2,987","8,017","15,998","8,746","5,334","4,907","1,446","7,945","7,6","11,184","10,291","10,092"
2025-07-03 20:30:00,0,"0,005","0,001","0,001","0,001","2,944","1,339","13,21","2,978","8,437","15,677","8,455","7,18","5,2","1,512","7,806","7,524","11,353","11,422","10,303"
2025-07-03 20:25:00,0,"0,005","0,001","0,001","0,001","2,945","1,325","13,052","4,3","8,267","16,05","8,827","5,73","4,961","1,644","8,207","7,726","10,95","10,063","9,569"
2025-07-03 20:20:00,0,"0,005","0,001","0,001","0,001","2,944","1,37","13,614","4,801","8,279","16,39","9,38","8,311","5,053","1,824","8,08","7,885","10,9","10,64","9,974"
2025-07-03 20:15:00,0,"0,005","0,001","0,001","0,001","3,013","1,346","13,492","4,398","8,326","15,617","8,995","9,593","5,015","1,723","8,035","7,738","10,613","10,271","10,339"
2025-07-03 20:10:00,0,"0,005","0,001","0,001","0,001","3,138","1,385","13,286","3,851","8,906","15,905","9,133","5,393","4,832","1,682","7,944","7,27","10,832","10,38","9,475"
2025-07-03 20:05:00,0,"0,005","0,001","0,001","0,001","3,06","1,457","13,4","4,519","8,658","15,613","9,596","6,565","4,95","1,715","7,609","6,467","10,662","10,782","9,461"
2025-07-03 20:00:00,0,"0,005","0,001","0,001","0,001","2,886","1,71","13,607","4,92","8,663","16,297","9,529","6,392","6,624","1,759","8,188","6,196","11,292","9,734","9,706"
2025-07-03 19:55:00,0,"0,005","0,001","0,001","0,001","2,884","1,697","13,242","5,683","8,302","17,116","9,806","5,405","6,082","1,616","7,525","6,211","11,371","9,82","9,594"
2025-07-03 19:50:00,0,"0,005","0,001","0,001","0,001","2,884","1,655","12,805","4,58","8,401","15,965","9,782","6,589","6,44","1,807","7,847","6,103","11,272","10,172","9,808"
2025-07-03 19:45:00,0,"0,005","0,001","0,001","0,001","2,884","1,703","12,683","4,619","8,704","16,302","9,606","8,081","6,775","1,727","8,778","6,182","10,949","10,232","9,655"
2025-07-03 19:40:00,0,"0,005","0,001","0,001","0,001","2,885","1,715","12,61","6,054","8,488","16,303","10,11","8,963","6,721","1,806","7,734","5,941","10,529","9,89","10,056"
2025-07-03 19:35:00,0,"0,005","0,001","0,001","0,001","2,891","1,916","12,8","5,88","8,608","17,036","10,277","6,865","6,8","1,817","7,684","6,32","10,571","10,055","9,902"
2025-07-03 19:30:00,0,"0,005","0,001","0,001","0,001","2,881","2,17","12,294","6,528","8,486","16,588","9,732","5,255","6,839","1,852","8,386","6,19","10,993","9,815","9,67"
2025-07-03 19:25:00,0,"0,005","0,001","0,001","0,001","2,838","2,147","12,281","5,027","9,007","16,398","9,625","6,444","8,726","1,802","7,871","6,035","11,164","9,883","10,18"
2025-07-03 19:20:00,0,"0,005","0,001","0,001","0,001","2,874","2,177","12,439","5,087","8,851","16,134","9,679","5,467","9,354","1,847","7,837","6,169","11,444","10,081","10,2"
