Date,Consumption [kW],ECB 225 -  21F [kW],ECB 20F [kW]
2025-05-02 02:00:00,0,"8,422","7,2"
2025-05-02 01:55:00,0,"8,284","6,245"
2025-05-02 01:50:00,0,"8,717","7,82"
2025-05-02 01:45:00,0,"8,346","8,443"
2025-05-02 01:40:00,0,"8,705","8,762"
2025-05-02 01:35:00,0,"8,24","8,048"
2025-05-02 01:30:00,0,"8,203","6,452"
2025-05-02 01:25:00,0,"8,377","7,189"
2025-05-02 01:20:00,0,"8,484","6,726"
2025-05-02 01:15:00,0,"8,623","10,45"
2025-05-02 01:10:00,0,"8,303","6,923"
2025-05-02 01:05:00,0,"8,297","7,364"
2025-05-02 01:00:00,0,"8,281","6,048"
2025-05-02 00:55:00,0,"8,383","7,205"
2025-05-02 00:50:00,0,"8,761","8,125"
2025-05-02 00:45:00,0,"8,489","8,232"
2025-05-02 00:40:00,0,"8,36","7,603"
2025-05-02 00:35:00,0,"8,502","6,01"
2025-05-02 00:30:00,0,"8,683","7,306"
2025-05-02 00:25:00,0,"8,657","6,007"
2025-05-02 00:20:00,0,"8,698","8,567"
2025-05-02 00:15:00,0,"8,573","9,839"
2025-05-02 00:10:00,0,"8,382","6,689"
2025-05-02 00:05:00,0,"8,299","6,463"
2025-05-02 00:00:00,0,"8,416","7,1"
2025-05-01 23:55:00,0,"8,37","6,353"
2025-05-01 23:50:00,0,"8,662","8,413"
2025-05-01 23:45:00,0,"8,632","7,89"
2025-05-01 23:40:00,0,"8,369","7,65"
2025-05-01 23:35:00,0,"8,375","5,978"
2025-05-01 23:30:00,0,"8,471","7,373"
2025-05-01 23:25:00,0,"8,418","5,881"
2025-05-01 23:20:00,0,"8,624","8,827"
2025-05-01 23:15:00,0,"9,284","8,316"
2025-05-01 23:10:00,0,"8,618","6,776"
2025-05-01 23:05:00,0,"8,507","7,105"
2025-05-01 23:00:00,0,"8,224","6,295"
2025-05-01 22:55:00,0,"7,928","7,402"
2025-05-01 22:50:00,0,"7,927","8,035"
2025-05-01 22:45:00,0,"8,225","9,768"
2025-05-01 22:40:00,0,"8,414","6,047"
2025-05-01 22:35:00,0,"7,654","7,211"
2025-05-01 22:30:00,0,"7,562","6,238"
2025-05-01 22:25:00,0,"7,433","7,966"
2025-05-01 22:20:00,0,"7,424","8,194"
2025-05-01 22:15:00,0,"7,446","7,948"
2025-05-01 22:10:00,0,"7,426","5,838"
2025-05-01 22:05:00,0,"7,35","7,018"
2025-05-01 22:00:00,0,"7,472","6,811"
2025-05-01 21:55:00,0,"7,28","6,468"
2025-05-01 21:50:00,0,"7,138","8,737"
2025-05-01 21:45:00,0,"7,423","7,946"
2025-05-01 21:40:00,0,"7,932","7,379"
2025-05-01 21:35:00,0,"7,963","7,422"
2025-05-01 21:30:00,0,"7,229","5,838"
2025-05-01 21:25:00,0,"7,229","7,523"
2025-05-01 21:20:00,0,"7,21","9,114"
2025-05-01 21:15:00,0,"7,177","8,854"
2025-05-01 21:10:00,0,"7,577","5,932"
2025-05-01 21:05:00,0,"7,488","7,522"
2025-05-01 21:00:00,0,"7,302","6,014"
2025-05-01 20:55:00,0,"6,973","8,334"
2025-05-01 20:50:00,0,7,"8,02"
2025-05-01 20:45:00,0,"7,058","7,411"
2025-05-01 20:40:00,0,"7,177","6,265"
2025-05-01 20:35:00,0,"7,097","6,839"
2025-05-01 20:30:00,0,"6,881","6,451"
2025-05-01 20:25:00,0,"6,937","9,616"
2025-05-01 20:20:00,0,"6,853","9,088"
2025-05-01 20:15:00,0,"6,896","6,384"
2025-05-01 20:10:00,0,"7,372","6,574"
2025-05-01 20:05:00,0,"7,172","7,093"
2025-05-01 20:00:00,0,"6,973","6,796"
2025-05-01 19:55:00,0,"6,947","8,503"
2025-05-01 19:50:00,0,"6,929","8,125"
2025-05-01 19:45:00,0,"7,12","6,98"
2025-05-01 19:40:00,0,"8,081","6,612"
2025-05-01 19:35:00,0,"7,237","7,092"
2025-05-01 19:30:00,0,"7,207","6,436"
2025-05-01 19:25:00,0,"6,955","10,424"
2025-05-01 19:20:00,0,"6,994","9,205"
2025-05-01 19:15:00,0,"6,968","6,44"
2025-05-01 19:10:00,0,"7,11","7,859"
2025-05-01 19:05:00,0,"7,085","6,84"
2025-05-01 19:00:00,0,"7,654","9,208"
2025-05-01 18:55:00,0,"7,904","10,897"
2025-05-01 18:50:00,0,"7,783","6,536"
2025-05-01 18:45:00,0,"7,723","7,506"
2025-05-01 18:40:00,0,"7,847","7,95"
2025-05-01 18:35:00,0,"7,889","6,504"
2025-05-01 18:30:00,0,"7,993","9,751"
2025-05-01 18:25:00,0,"7,986","9,019"
2025-05-01 18:20:00,0,"7,714","7,008"
2025-05-01 18:15:00,0,"8,006","7,315"
2025-05-01 18:10:00,0,"7,819","7,982"
2025-05-01 18:05:00,0,"7,657","6,674"
2025-05-01 18:00:00,0,"7,511","10,285"
2025-05-01 17:55:00,0,"7,308","10,633"
2025-05-01 17:50:00,0,"7,399","6,412"
2025-05-01 17:45:00,0,"7,366","7,534"
2025-05-01 17:40:00,0,"7,433","7,77"
2025-05-01 17:35:00,0,"7,336","7,771"
2025-05-01 17:30:00,0,"7,351","10,352"
2025-05-01 17:25:00,0,"7,211","9,505"
2025-05-01 17:20:00,0,"7,255","8,963"
2025-05-01 17:15:00,0,"7,381","8,816"
2025-05-01 17:10:00,0,"7,494","9,047"
2025-05-01 17:05:00,0,"7,648","12,719"
2025-05-01 17:00:00,0,"7,487","13,037"
2025-05-01 16:55:00,0,"7,424","12,319"
2025-05-01 16:50:00,0,"7,34","13,541"
2025-05-01 16:45:00,0,"7,82","14,099"
2025-05-01 16:40:00,0,"7,932","15,298"
2025-05-01 16:35:00,0,"7,694","13,904"
2025-05-01 16:30:00,0,"7,662","12,923"
2025-05-01 16:25:00,0,"7,56","14,376"
2025-05-01 16:20:00,0,"7,597","16,464"
2025-05-01 16:15:00,0,"7,794","16,735"
2025-05-01 16:10:00,0,"7,873","18,269"
2025-05-01 16:05:00,0,"7,937","20,438"
2025-05-01 16:00:00,0,"7,787","18,144"
2025-05-01 15:55:00,0,"8,032","17,934"
2025-05-01 15:50:00,0,"8,062","18,29"
2025-05-01 15:45:00,0,"8,28","18,658"
2025-05-01 15:40:00,0,"7,884","17,652"
2025-05-01 15:35:00,0,"8,117","21,19"
2025-05-01 15:30:00,0,"8,094","18,286"
2025-05-01 15:25:00,0,"8,46","19,175"
2025-05-01 15:20:00,0,"8,501","18,835"
2025-05-01 15:15:00,0,"8,317","18,386"
2025-05-01 15:10:00,0,"8,254","17,281"
2025-05-01 15:05:00,0,"8,441","20,002"
2025-05-01 15:00:00,0,"8,25","21,539"
2025-05-01 14:55:00,0,"8,317","17,76"
2025-05-01 14:50:00,0,"8,358","17,842"
2025-05-01 14:45:00,0,"8,527","18,258"
2025-05-01 14:40:00,0,"8,363","20,213"
2025-05-01 14:35:00,0,"8,794","21,788"
2025-05-01 14:30:00,0,"8,574","20,904"
2025-05-01 14:25:00,0,"8,636","19,75"
2025-05-01 14:20:00,0,"8,628","17,416"
2025-05-01 14:15:00,0,"9,302","19,078"
2025-05-01 14:10:00,0,"8,741","17,693"
2025-05-01 14:05:00,0,"8,976","19,855"
2025-05-01 14:00:00,0,"8,694","24,032"
2025-05-01 13:55:00,0,"8,972","20,188"
2025-05-01 13:50:00,0,"8,704","18,275"
2025-05-01 13:45:00,0,"8,562","20,66"
2025-05-01 13:40:00,0,"8,566","22,512"
2025-05-01 13:35:00,0,"8,774","20,855"
2025-05-01 13:30:00,0,"8,974","20,653"
2025-05-01 13:25:00,0,"8,868","21,276"
2025-05-01 13:20:00,0,"8,804","20,64"
2025-05-01 13:15:00,0,"8,824","18,187"
2025-05-01 13:10:00,0,"8,77","20,694"
2025-05-01 13:05:00,0,"9,091","21,312"
2025-05-01 13:00:00,0,"8,81","22,394"
2025-05-01 12:55:00,0,"8,684","21,03"
2025-05-01 12:50:00,0,"9,188","17,49"
2025-05-01 12:45:00,0,"8,642","19,422"
2025-05-01 12:40:00,0,"8,731","20,183"
2025-05-01 12:35:00,0,"8,945","23,054"
2025-05-01 12:30:00,0,"8,735","19,482"
2025-05-01 12:25:00,0,"8,814","22,649"
2025-05-01 12:20:00,0,"8,97","18,619"
2025-05-01 12:15:00,0,"9,162","20,944"
2025-05-01 12:10:00,0,"9,104","19,277"
2025-05-01 12:05:00,0,"8,934","23,088"
2025-05-01 12:00:00,0,"8,562","21,484"
2025-05-01 11:55:00,0,"8,543","18,433"
2025-05-01 11:50:00,0,"8,623","19,686"
2025-05-01 11:45:00,0,"9,14","20,318"
2025-05-01 11:40:00,0,"9,278","20,699"
2025-05-01 11:35:00,0,"8,912","19,834"
2025-05-01 11:30:00,0,"9,005","24,02"
2025-05-01 11:25:00,0,"9,311","20,256"
2025-05-01 11:20:00,0,"8,93","20,443"
2025-05-01 11:15:00,0,"9,444","18,254"
2025-05-01 11:10:00,0,"9,731","19,612"
2025-05-01 11:05:00,0,"9,418","22,318"
2025-05-01 11:00:00,0,"9,091","20,495"
2025-05-01 10:55:00,0,"9,048","22,248"
2025-05-01 10:50:00,0,"8,968","20,471"
2025-05-01 10:45:00,0,"9,01","22,757"
2025-05-01 10:40:00,0,"9,262","20,905"
2025-05-01 10:35:00,0,"9,52","22,372"
2025-05-01 10:30:00,0,"9,254","24,718"
2025-05-01 10:25:00,0,"9,15","22,27"
2025-05-01 10:20:00,0,"9,214","21,904"
2025-05-01 10:15:00,0,"9,175","22,627"
2025-05-01 10:10:00,0,"9,374","22,603"
2025-05-01 10:05:00,0,"9,589","21,07"
2025-05-01 10:00:00,0,"9,587","22,475"
2025-05-01 09:55:00,0,"9,149","25,841"
2025-05-01 09:50:00,0,"9,1","25,955"
2025-05-01 09:45:00,0,"9,757","19,142"
2025-05-01 09:40:00,0,"9,504","22,246"
2025-05-01 09:35:00,0,"9,258","19,894"
2025-05-01 09:30:00,0,"9,084","20,999"
2025-05-01 09:25:00,0,"8,98","20,924"
2025-05-01 09:20:00,0,"9,073","20,606"
2025-05-01 09:15:00,0,"8,987","21,064"
2025-05-01 09:10:00,0,"9,083","23,464"
2025-05-01 09:05:00,0,"9,259","22,001"
2025-05-01 09:00:00,0,"9,214","20,161"
2025-05-01 08:55:00,0,"9,012","19,274"
2025-05-01 08:50:00,0,"9,234","20,372"
2025-05-01 08:45:00,0,"9,036","21,756"
2025-05-01 08:40:00,0,"9,656","21,89"
2025-05-01 08:35:00,0,"9,434","19,238"
2025-05-01 08:30:00,0,"9,34","21,254"
2025-05-01 08:25:00,0,"9,667","22,498"
2025-05-01 08:20:00,0,"9,499","20,321"
2025-05-01 08:15:00,0,"9,469","20,608"
2025-05-01 08:10:00,0,"9,72","19,921"
2025-05-01 08:05:00,0,"9,401","20,828"
2025-05-01 08:00:00,0,"9,258","21,497"
2025-05-01 07:55:00,0,"9,554","21,502"
2025-05-01 07:50:00,0,"9,306","24,223"
2025-05-01 07:45:00,0,"9,31","22,11"
2025-05-01 07:40:00,0,"9,862","21,098"
2025-05-01 07:35:00,0,"9,455","19,553"
2025-05-01 07:30:00,0,"9,442","20,984"
2025-05-01 07:25:00,0,"9,884","22,186"
2025-05-01 07:20:00,0,"9,864","21,708"
2025-05-01 07:15:00,0,"10,73","21,149"
2025-05-01 07:10:00,0,"10,872","22,411"
2025-05-01 07:05:00,0,"9,634","20,886"
2025-05-01 07:00:00,0,"9,808","19,253"
2025-05-01 06:55:00,0,"9,869","20,347"
2025-05-01 06:50:00,0,"9,718","19,654"
2025-05-01 06:45:00,0,"9,848","20,281"
2025-05-01 06:40:00,0,"9,556","20,659"
2025-05-01 06:35:00,0,"8,687","19,468"
2025-05-01 06:30:00,0,"8,737","18,544"
2025-05-01 06:25:00,0,"8,544","20,225"
2025-05-01 06:20:00,0,"8,711","19,992"
2025-05-01 06:15:00,0,"8,569","20,014"
2025-05-01 06:10:00,0,"8,591","20,525"
2025-05-01 06:05:00,0,"8,726","19,184"
2025-05-01 06:00:00,0,"8,729","20,454"
2025-05-01 05:55:00,0,"8,573","16,962"
2025-05-01 05:50:00,0,"8,658","18,79"
2025-05-01 05:45:00,0,"8,93","19,014"
2025-05-01 05:40:00,0,"8,422","18,356"
2025-05-01 05:35:00,0,"8,288","17,336"
2025-05-01 05:30:00,0,"8,215","17,522"
2025-05-01 05:25:00,0,"7,895","18,224"
2025-05-01 05:20:00,0,"8,225","15,042"
2025-05-01 05:15:00,0,"8,52","14,957"
2025-05-01 05:10:00,0,"8,245","15,768"
2025-05-01 05:05:00,0,"7,729","19,615"
2025-05-01 05:00:00,0,"7,76","17,933"
2025-05-01 04:55:00,0,"7,796","16,321"
2025-05-01 04:50:00,0,"7,784","15,442"
2025-05-01 04:45:00,0,"8,068","15,875"
2025-05-01 04:40:00,0,"7,966","11,809"
2025-05-01 04:35:00,0,"8,034","8,279"
2025-05-01 04:30:00,0,"8,087","10,628"
2025-05-01 04:25:00,0,"7,998","7,782"
2025-05-01 04:20:00,0,"8,377","5,926"
2025-05-01 04:15:00,0,"8,64","7,288"
2025-05-01 04:10:00,0,"7,99","6,091"
2025-05-01 04:05:00,0,"7,787","7,7"
2025-05-01 04:00:00,0,"7,868","11,85"
2025-05-01 03:55:00,0,"8,189","6,365"
2025-05-01 03:50:00,0,"7,897","6,383"
2025-05-01 03:45:00,0,"8,1","6,784"
2025-05-01 03:40:00,0,"8,261","5,977"
2025-05-01 03:35:00,0,"8,072","10,189"
2025-05-01 03:30:00,0,"7,969","8,672"
2025-05-01 03:25:00,0,"9,004","5,957"
2025-05-01 03:20:00,0,"8,293","7,489"
2025-05-01 03:15:00,0,"8,287","5,663"
2025-05-01 03:10:00,0,"8,045","6,469"
2025-05-01 03:05:00,0,"8,183","10,093"
2025-05-01 03:00:00,0,"8,449","9,331"
2025-05-01 02:55:00,0,"9,397","5,696"
2025-05-01 02:50:00,0,"9,592","8,03"
2025-05-01 02:45:00,0,"9,944","5,819"
2025-05-01 02:40:00,0,"9,737","5,956"
2025-05-01 02:35:00,0,"10,002","10,979"
2025-05-01 02:30:00,0,"9,677","8,616"
2025-05-01 02:25:00,0,"9,662","5,752"
2025-05-01 02:20:00,0,"9,745","7,25"
2025-05-01 02:15:00,0,"9,635","5,758"
2025-05-01 02:10:00,0,"10,217","7,025"
2025-05-01 02:05:00,0,"9,823","10,381"
2025-05-01 02:00:00,0,"9,833","7,943"
2025-05-01 01:55:00,0,"9,8","5,674"
2025-05-01 01:50:00,0,"9,794","7,283"
2025-05-01 01:45:00,0,"9,695","5,776"
2025-05-01 01:40:00,0,"9,74","7,878"
2025-05-01 01:35:00,0,"9,833","10,981"
2025-05-01 01:30:00,0,"9,76","6,056"
2025-05-01 01:25:00,0,"9,772","7,234"
2025-05-01 01:20:00,0,"9,841","5,862"
2025-05-01 01:15:00,0,"9,808","5,656"
2025-05-01 01:10:00,0,"9,6","9,772"
2025-05-01 01:05:00,0,"10,032","9,385"
2025-05-01 01:00:00,0,"9,829","6,545"
2025-05-01 00:55:00,0,"9,96","7,499"
2025-05-01 00:50:00,0,"10,036","6,388"
2025-05-01 00:45:00,0,"9,908","6,124"
2025-05-01 00:40:00,0,"9,824","8,642"
2025-05-01 00:35:00,0,"10,051","10,283"
2025-05-01 00:30:00,0,"9,766","6,061"
2025-05-01 00:25:00,0,"10,037","7,918"
2025-05-01 00:20:00,0,"10,199","5,719"
2025-05-01 00:15:00,0,"9,979","5,912"
2025-05-01 00:10:00,0,"10,099","9,619"
2025-05-01 00:05:00,0,"10,106","8,807"
2025-05-01 00:00:00,0,"10,306","7,676"
2025-04-30 23:55:00,0,"10,41","5,84"
2025-04-30 23:50:00,0,"10,31","7,312"
2025-04-30 23:45:00,0,"10,069","5,796"
2025-04-30 23:40:00,0,"10,123","7,777"
2025-04-30 23:35:00,0,"10,273","10,744"
2025-04-30 23:30:00,0,"10,405","6,286"
2025-04-30 23:25:00,0,"10,864","6,194"
2025-04-30 23:20:00,0,"10,694","7,063"
2025-04-30 23:15:00,0,"10,584","5,768"
2025-04-30 23:10:00,0,"10,628","9,696"
2025-04-30 23:05:00,0,"10,654","9,144"
2025-04-30 23:00:00,0,"10,702","5,923"
2025-04-30 22:55:00,0,"11,012","7,423"
2025-04-30 22:50:00,0,"9,587","6,133"
2025-04-30 22:45:00,0,"9,941","6,668"
2025-04-30 22:40:00,0,"9,472","10,242"
2025-04-30 22:35:00,0,"9,578","9,227"
2025-04-30 22:30:00,0,"9,295","5,785"
2025-04-30 22:25:00,0,"9,418","7,724"
2025-04-30 22:20:00,0,"9,27","5,839"
2025-04-30 22:15:00,0,"9,33","5,755"
2025-04-30 22:10:00,0,"9,558","10,442"
2025-04-30 22:05:00,0,"9,43","8,962"
2025-04-30 22:00:00,0,"9,092","5,663"
2025-04-30 21:55:00,0,"9,168","7,225"
2025-04-30 21:50:00,0,"8,9","5,641"
2025-04-30 21:45:00,0,"8,988","5,698"
2025-04-30 21:40:00,0,"9,14","12,046"
2025-04-30 21:35:00,0,"9,164","7,033"
2025-04-30 21:30:00,0,"9,209","6,114"
2025-04-30 21:25:00,0,"9,065","6,218"
2025-04-30 21:20:00,0,"9,019","5,608"
2025-04-30 21:15:00,0,"8,858","9,736"
2025-04-30 21:10:00,0,"8,672","8,903"
2025-04-30 21:05:00,0,"9,125","5,473"
2025-04-30 21:00:00,0,"9,288","7,138"
2025-04-30 20:55:00,0,"8,689","6,46"
2025-04-30 20:50:00,0,"8,57","5,539"
2025-04-30 20:45:00,0,"8,572","10,684"
2025-04-30 20:40:00,0,"8,719","7,96"
2025-04-30 20:35:00,0,"9,006","5,9"
2025-04-30 20:30:00,0,"9,383","7,501"
2025-04-30 20:25:00,0,"8,653","5,543"
2025-04-30 20:20:00,0,"8,796","6,535"
2025-04-30 20:15:00,0,"8,885","11,741"
2025-04-30 20:10:00,0,"9,04","6,302"
2025-04-30 20:05:00,0,"9,076","6,726"
2025-04-30 20:00:00,0,"8,975","6,93"
2025-04-30 19:55:00,0,"9,127","6,563"
2025-04-30 19:50:00,0,"9,11","9,694"
2025-04-30 19:45:00,0,"9,223","10,267"
2025-04-30 19:40:00,0,"9,636","7,589"
2025-04-30 19:35:00,0,"9,784","6,931"
2025-04-30 19:30:00,0,"9,614","8,833"
2025-04-30 19:25:00,0,"9,63","6,3"
2025-04-30 19:20:00,0,"9,42","8,216"
2025-04-30 19:15:00,0,"9,572","11,557"
2025-04-30 19:10:00,0,"9,481","6,288"
2025-04-30 19:05:00,0,"9,67","7,216"
2025-04-30 19:00:00,0,"10,802","6,362"
2025-04-30 18:55:00,0,"10,284","8,084"
2025-04-30 18:50:00,0,"10,615","11,322"
2025-04-30 18:45:00,0,"10,576","6,384"
2025-04-30 18:40:00,0,"10,579","7,457"
2025-04-30 18:35:00,0,"10,397","6,524"
2025-04-30 18:30:00,0,"10,706","6,382"
2025-04-30 18:25:00,0,"10,727","11,623"
2025-04-30 18:20:00,0,"10,762","8,027"
2025-04-30 18:15:00,0,"11,168","6,247"
2025-04-30 18:10:00,0,"10,795","7,61"
2025-04-30 18:05:00,0,"10,736","6,284"
2025-04-30 18:00:00,0,"11,033","9,103"
2025-04-30 17:55:00,0,"11,262","10,646"
2025-04-30 17:50:00,0,"11,112","8,059"
2025-04-30 17:45:00,0,"11,056","6,148"
2025-04-30 17:40:00,0,"10,906","8,696"
2025-04-30 17:35:00,0,"10,999","6,235"
2025-04-30 17:30:00,0,"11,448","7,96"
2025-04-30 17:25:00,0,"11,87","9,149"
2025-04-30 17:20:00,0,"12,313","7,519"
2025-04-30 17:15:00,0,"11,537","7,888"
2025-04-30 17:10:00,0,"11,53","8,23"
2025-04-30 17:05:00,0,"11,954","12,923"
2025-04-30 17:00:00,0,"11,947","14,509"
2025-04-30 16:55:00,0,"12,887","12,404"
2025-04-30 16:50:00,0,"12,073","12,151"
2025-04-30 16:45:00,0,"12,162","12,319"
2025-04-30 16:40:00,0,"12,282","14,249"
2025-04-30 16:35:00,0,"12,505","12,546"
2025-04-30 16:30:00,0,"12,63","15,708"
2025-04-30 16:25:00,0,"12,704","14,477"
2025-04-30 16:20:00,0,"12,613","12,492"
2025-04-30 16:15:00,0,"12,588","14,136"
2025-04-30 16:10:00,0,"13,268","12,484"
2025-04-30 16:05:00,0,"13,093","17,214"
2025-04-30 16:00:00,0,"13,487","18,996"
2025-04-30 15:55:00,0,"12,98","15,883"
2025-04-30 15:50:00,0,"12,914","16,976"
2025-04-30 15:45:00,0,"12,97","16,51"
2025-04-30 15:40:00,0,"13,321","18,854"
2025-04-30 15:35:00,0,"13,406","21,845"
2025-04-30 15:30:00,0,"13,694","18,156"
2025-04-30 15:25:00,0,"13,668","16,532"
2025-04-30 15:20:00,0,"13,758","17,876"
2025-04-30 15:15:00,0,"13,699","19,686"
2025-04-30 15:10:00,0,"13,422","19,414"
2025-04-30 15:05:00,0,"13,292","20,554"
2025-04-30 15:00:00,0,"13,691","19,136"
2025-04-30 14:55:00,0,"13,627","18,349"
2025-04-30 14:50:00,0,"13,458","20,152"
2025-04-30 14:45:00,0,"13,608","21,611"
2025-04-30 14:40:00,0,"12,996","20,71"
2025-04-30 14:35:00,0,"13,318","21,929"
2025-04-30 14:30:00,0,"13,253","18,571"
2025-04-30 14:25:00,0,"13,394","19,717"
2025-04-30 14:20:00,0,"13,09","18,899"
2025-04-30 14:15:00,0,"13,528","21,283"
2025-04-30 14:10:00,0,"13,878","19,312"
2025-04-30 14:05:00,0,"14,237","20,975"
2025-04-30 14:00:00,0,"12,93","23,714"
2025-04-30 13:55:00,0,"13,279","21,86"
2025-04-30 13:50:00,0,"13,019","21,317"
2025-04-30 13:45:00,0,"12,64","21,409"
2025-04-30 13:40:00,0,"12,383","21,134"
2025-04-30 13:35:00,0,"12,462","20,77"
2025-04-30 13:30:00,0,"12,899","21,31"
2025-04-30 13:25:00,0,"13,018","23,42"
2025-04-30 13:20:00,0,"12,821","23,88"
2025-04-30 13:15:00,0,"12,671","22,313"
2025-04-30 13:10:00,0,"12,242","20,125"
2025-04-30 13:05:00,0,"12,505","20,621"
2025-04-30 13:00:00,0,"12,354","20,542"
2025-04-30 12:55:00,0,"12,098","24,407"
2025-04-30 12:50:00,0,"11,653","21,979"
2025-04-30 12:45:00,0,"11,634","18,628"
2025-04-30 12:40:00,0,"12,108","20,479"
2025-04-30 12:35:00,0,"11,963","22,609"
2025-04-30 12:30:00,0,"11,669","23,502"
2025-04-30 12:25:00,0,"11,75","22,94"
2025-04-30 12:20:00,0,"11,586","20,544"
2025-04-30 12:15:00,0,"12,353","21,224"
2025-04-30 12:10:00,0,"12,546","20,966"
2025-04-30 12:05:00,0,"12,414","20,959"
2025-04-30 12:00:00,0,"13,057","24,498"
2025-04-30 11:55:00,0,"12,979","24,379"
2025-04-30 11:50:00,0,"12,822","18,272"
2025-04-30 11:45:00,0,"12,943","20,768"
2025-04-30 11:40:00,0,"12,796","19,825"
2025-04-30 11:35:00,0,"12,642","22,363"
2025-04-30 11:30:00,0,"12,658","23,863"
2025-04-30 11:25:00,0,"13,067","23,492"
2025-04-30 11:20:00,0,"12,617","24,436"
2025-04-30 11:15:00,0,"12,689","20,555"
2025-04-30 11:10:00,0,"12,49","21,676"
2025-04-30 11:05:00,0,"12,422","20,438"
2025-04-30 11:00:00,0,"12,437","24,145"
2025-04-30 10:55:00,0,"12,934","23,154"
2025-04-30 10:50:00,0,"12,714","20,724"
2025-04-30 10:45:00,0,"12,565","20,05"
2025-04-30 10:40:00,0,"12,509","22,954"
2025-04-30 10:35:00,0,"12,457","23,285"
2025-04-30 10:30:00,0,"12,77","21,062"
2025-04-30 10:25:00,0,"12,67","24,178"
2025-04-30 10:20:00,0,"12,703","25,208"
2025-04-30 10:15:00,0,"13,512","22,897"
2025-04-30 10:10:00,0,"13,429","23,96"
2025-04-30 10:05:00,0,"13,278","22,741"
2025-04-30 10:00:00,0,"12,958","22,476"
2025-04-30 09:55:00,0,"12,563","26,022"
2025-04-30 09:50:00,0,"12,814","28,634"
2025-04-30 09:45:00,0,"12,64","22,403"
2025-04-30 09:40:00,0,"12,902","21,883"
2025-04-30 09:35:00,0,"12,425","23,886"
2025-04-30 09:30:00,0,"13,044","20,696"
2025-04-30 09:25:00,0,"12,708","22,955"
2025-04-30 09:20:00,0,"12,554","23,804"
2025-04-30 09:15:00,0,"12,52","23,632"
2025-04-30 09:10:00,0,"12,467","24,208"
2025-04-30 09:05:00,0,"12,28","22,771"
2025-04-30 08:55:00,0,"12,7","23,64"
2025-04-30 08:50:00,0,"12,527","26,059"
2025-04-30 08:45:00,0,"12,222","25,104"
2025-04-30 08:40:00,0,"12,215","26,846"
2025-04-30 08:35:00,0,"13,134","22,654"
2025-04-30 08:30:00,0,"12,731","20,904"
2025-04-30 08:25:00,0,"12,529","22,652"
2025-04-30 08:20:00,0,"12,365","24,116"
2025-04-30 08:15:00,0,"12,277","20,212"
2025-04-30 08:10:00,0,"12,155","22,032"
2025-04-30 08:05:00,0,"12,499","23,497"
2025-04-30 08:00:00,0,"12,084","24,436"
2025-04-30 07:55:00,0,"11,784","23,772"
2025-04-30 07:50:00,0,"11,652","23,734"
2025-04-30 07:45:00,0,"11,718","24,446"
2025-04-30 07:40:00,0,"12,061","21,08"
2025-04-30 07:35:00,0,"12,121","18,622"
2025-04-30 07:30:00,0,"12,436","19,29"
2025-04-30 07:25:00,0,"12,078","20,164"
2025-04-30 07:20:00,0,"11,549","21,611"
2025-04-30 07:15:00,0,"12,64","20,398"
2025-04-30 07:10:00,0,"11,513","19,14"
2025-04-30 07:05:00,0,"11,094","20,708"
2025-04-30 07:00:00,0,"11,358","21,332"
2025-04-30 06:55:00,0,"11,527","18,866"
2025-04-30 06:50:00,0,"11,351","23,555"
2025-04-30 06:45:00,0,"10,981","23,174"
2025-04-30 06:40:00,0,"11,274","18,19"
2025-04-30 06:35:00,0,"10,812","19,625"
2025-04-30 06:30:00,0,"10,85","19,472"
2025-04-30 06:25:00,0,"11,123","19,777"
2025-04-30 06:20:00,0,"10,446","21,635"
2025-04-30 06:15:00,0,"10,154","18,143"
2025-04-30 06:10:00,0,"10,444","18,455"
2025-04-30 06:05:00,0,"10,3","18,138"
2025-04-30 06:00:00,0,"10,081","19,463"
2025-04-30 05:55:00,0,"10,063","21,724"
2025-04-30 05:50:00,0,"9,774","21,46"
2025-04-30 05:45:00,0,"10,18","18,145"
2025-04-30 05:40:00,0,"9,719","17,071"
2025-04-30 05:35:00,0,"9,854","17,515"
2025-04-30 05:30:00,0,"9,761","18,44"
2025-04-30 05:25:00,0,"9,181","17,177"
2025-04-30 05:20:00,0,"9,287","19,781"
2025-04-30 05:15:00,0,"9,721","16,811"
2025-04-30 05:10:00,0,"9,211","15,689"
2025-04-30 05:05:00,0,"9,097","15,92"
2025-04-30 05:00:00,0,"9,308","15,377"
2025-04-30 04:55:00,0,"9,187","17,608"
2025-04-30 04:50:00,0,"9,218","18,302"
2025-04-30 04:45:00,0,"9,535","18,888"
2025-04-30 04:40:00,0,"9,305","13,366"
2025-04-30 04:35:00,0,"9,276","6,588"
2025-04-30 04:30:00,0,"9,299","6,412"
2025-04-30 04:25:00,0,"9,762","6,437"
2025-04-30 04:20:00,0,"9,586","7,052"
2025-04-30 04:15:00,0,"9,534","9,529"
2025-04-30 04:10:00,0,"9,354","9,366"
2025-04-30 04:05:00,0,"9,458","5,704"
2025-04-30 04:00:00,0,"9,366","5,354"
2025-04-30 03:55:00,0,"9,337","6,862"
2025-04-30 03:50:00,0,"9,661","6,271"
2025-04-30 03:45:00,0,"9,54","9,162"
2025-04-30 03:40:00,0,"9,308","9,284"
2025-04-30 03:35:00,0,"9,31","5,585"
2025-04-30 03:30:00,0,"9,31","6,878"
